SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOTHP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT07R,DA0708DR07R,DADC407R,DA0GR07N,DAGC407R,DA311TA08R,DA311TR08R,DA311TW08R,DA311TM08R,DA311TC08R,DA311TS08R,DB311TA08R,DH311TA08R,DW311TA08R,DO311TA08R,DE311TA08R,DACTA08R,DA0CT07R,DA0CC07R,DA0CS07R,DA0CA07R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTOEFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAOTHP
Dumas,171901,171 MOORE,16,AA,8,4022,1,71,27,1,55.5,24,10,24,19,7,95.8,0,0.9,218,86.6,73,90,96,81,75,91,44,67,87,69,69,86,33.8,33.3,1123,21.2,581,307,1,3,6,53,14,24,87874,64905,50086,41872,22,6.9,13.1,37.5,10.9,18.1,16.5,1,7,91,1,81,7,2,4,4,3,466532,1.074000,35340907,8918,23,66,11,10779893,37,32306037,30430476,7679,59,6,5,11,19,17978933,4537,63,12,14,2,4,1,4,2
Sunray,171902,171 MOORE,16,RE,4,534,0,50,49,1,44.9,16,10,16,27,8,96.3,0,10.5,32,84.2,77,94,97,83,82,91,.,66,87,.,68,95,60,11.1,.,20.1,90,52,2,4,2,57,14,20,77730,49068,58784,41338,14,5.9,10.4,31.1,13.4,1.7,14,0,8,92,0,87,4,2,0,7,0,605583,1.148000,7831660,14239,16,77,7,3082867,60,6629255,5744998,10445,48,10,5,20,16,2780481,5055,54,20,12,4,6,0,4,0
Daingerfield-Lone Star,172902,172 MORRIS,08,AA,5,1312,43,12,44,1,66.2,5,13,5,30,4,95.4,0,17.6,79,76.5,69,92,97,81,67,88,60,57,82,60,65,86,59.4,17.1,986,17.3,245,126,1,2,7,51,13,25,70582,62894,49066,42376,24,5.3,10.4,27.1,15.7,24.3,21.1,19,0,80,1,80,11,3,0,5,1,614091,1.145000,14849257,10691,13,75,12,3089497,26,14228604,13274184,9557,51,8,6,12,23,6777048,4879,50,21,19,0,5,1,5,0
Pewitt Cons,172905,172 MORRIS,08,AA,3,978,18,6,75,1,56.2,2,10,1,32,8,96.1,0,5.5,49,89.1,77,96,96,84,78,96,56,80,81,60,70,87,69,31,989,20.8,149,79,1,4,5,53,13,24,64250,59026,45802,40535,19,6.6,12.4,25.3,14.9,22.7,18.1,9,0,90,1,74,6,8,1,5,5,160828,1.100000,8500775,8674,56,34,10,4179157,56,7725815,7352698,7503,55,6,5,14,20,4074684,4158,63,14,13,0,4,1,5,0
Motley County,173901,173 MOTLEY,17,AA,1,178,1,25,74,1,66.9,5,9,5,38,7,97.4,0,0,10,100,65,92,91,77,57,77,.,43,71,.,56,100,83.3,0,.,15.6,43,19,2,10,10,45,9,23,66420,50384,52503,38996,7,4.2,9.3,15.6,16.5,19.3,5.6,0,5,95,0,76,6,5,0,14,0,395214,1.170000,2906260,16897,35,43,22,930884,50,2634850,2498374,14525,60,16,4,8,13,1486637,8643,35,37,18,0,6,0,4,0
Chireno,174901,174 NACOGDOCHES,07,RE,2,311,12,12,76,1,76.8,5,13,5,25,11,96.9,0,0,22,100,70,91,94,79,78,97,42,53,76,.,69,95,64.7,9.1,.,16.8,47,28,2,4,4,60,11,19,83520,47450,41538,35545,6,6.6,11.1,35.6,10.3,18.2,28.9,4,0,96,0,86,7,0,0,7,0,135240,1.112000,3473588,11205,69,23,8,1131964,40,2963716,2641372,8521,60,7,5,10,18,1579902,5096,59,11,18,0,5,0,6,0
Cushing,174902,174 NACOGDOCHES,07,RE,2,500,4,9,86,1,46.2,3,13,3,30,8,95.6,0,12.5,36,85,76,93,93,87,78,92,78,75,77,.,69,100,40.7,27.3,1039,21.6,86,47,1,2,3,55,13,26,60345,58944,55970,39775,1,5.8,10.6,40,10.4,17.6,10.3,0,0,100,0,77,8,6,2,6,0,811094,1.040000,6461727,12745,15,80,5,1775561,29,5008543,4356472,8593,55,9,4,13,18,2392494,4719,58,17,12,0,5,0,7,0
Garrison,174903,174 NACOGDOCHES,07,AA,3,672,20,7,72,1,45.4,2,11,2,30,6,96.6,0,4.9,40,92.7,77,93,93,86,80,96,54,85,81,88,67,84,76.9,10,.,18.1,105,63,2,3,4,60,6,25,72335,60641,43841,38438,16,6.4,10.6,33.1,10.9,17.9,14.8,0,3,95,2,74,6,11,2,8,0,362426,1.055000,7124474,10778,39,56,5,1851117,32,7148886,5530804,8367,61,6,5,9,18,3395917,5138,65,11,11,0,6,0,6,1
Nacogdoches,174904,174 NACOGDOCHES,07,AA,11,6523,30,39,30,2,68.3,19,8,17,25,9,95.5,0.7,12.8,347,76.9,65,86,89,76,69,87,48,61,86,86,56,85,65.3,34.8,1030,20.2,962,431,1,2,8,45,10,34,99419,59559,47034,42071,40,6.8,15.1,37.4,11.9,32.2,19.6,11,8,81,0,78,8,4,4,6,0,250373,1.370000,53069608,8199,38,48,14,6861355,16,50730855,45498054,7029,55,7,5,11,22,25080166,3875,59,12,18,1,5,0,3,0
Woden,174906,174 NACOGDOCHES,07,RE,4,823,4,9,87,0,50.2,2,15,1,30,4,96.6,0,8.2,44,85.7,73,95,97,82,75,90,58,78,73,.,71,94,67.6,21.7,1020,19.4,111,70,2,4,3,63,5,24,74492,64476,38499,42459,1,7.4,11.8,14.3,16.6,35.6,5.4,0,0,100,0,68,13,10,0,8,1,134561,1.109000,9813388,11781,65,21,14,457510,6,8443441,7993230,9596,56,7,5,11,22,4489954,5390,45,41,7,0,4,0,2,0
Central Heights,174908,174 NACOGDOCHES,07,RE,2,754,7,12,80,1,44.7,4,11,4,30,5,96,0,2.1,43,89.6,81,95,97,89,81,92,53,68,84,.,67,97,77.5,22.6,988,20.6,106,59,3,3,3,56,14,21,63362,61167,46987,40438,14,7.1,12.8,15.2,14.9,39.1,12.8,2,2,97,0,67,12,10,3,7,2,130138,1.040000,6333719,8422,70,24,6,810635,14,6093096,5399807,7181,59,6,6,14,16,3185384,4236,64,13,9,1,7,1,3,1
Martinsville,174909,174 NACOGDOCHES,07,AA,1,325,7,13,79,1,46.8,4,9,5,31,8,96.8,0,0,19,95,78,95,.,85,81,97,50,76,80,.,71,92,84.6,9.1,.,19.3,48,31,2,4,3,64,2,25,75000,50189,46597,38229,6,6.7,10.4,25.6,13,19.2,14.6,3,3,94,0,82,7,1,1,8,1,156055,1.138000,3675074,11779,72,24,4,861652,33,4163098,2483423,7960,60,12,4,10,14,1480473,4745,70,11,9,0,7,1,3,0
Etoile,174910,174 NACOGDOCHES,07,AA,1,128,1,1,98,0,62.5,0,15,0,13,10,95.8,0,.,0,.,57,82,81,69,58,69,.,.,58,.,48,.,.,.,.,.,25,12,4,0,0,48,18,30,71400,.,.,35387,0,5.1,10.7,50,8.7,8.3,8.3,0,0,100,0,24,19,57,0,1,0,312687,1.040000,1288875,9991,48,39,13,442680,41,1260997,1100057,8528,50,14,2,15,19,551518,4275,61,15,24,0,0,1,0,0
Douglass,174911,174 NACOGDOCHES,07,RE,1,362,4,11,83,1,29.6,5,9,4,20,8,96.4,0,0,17,100,90,99,.,93,89,.,.,81,91,.,86,95,87.5,50,1130,22.3,46,31,2,2,2,67,2,24,80000,63800,50857,39742,7,7.9,11.7,22.6,12.2,12.9,3.3,0,0,100,0,81,6,0,4,8,0,496643,1.040000,3848971,11060,35,62,3,1723965,51,2790298,2549236,7325,58,9,6,11,16,1469344,4222,75,9,5,0,6,1,4,0
Blooming Grove,175902,175 NAVARRO,12,AA,3,887,6,15,78,1,40.8,3,13,3,33,5,95.6,0,4.2,69,93,70,91,92,77,76,86,74,62,72,50,61,92,63.9,15.4,944,19.6,122,67,2,3,5,55,8,28,73975,58422,48633,42975,10,7.2,13.3,19.4,14.8,7.4,19.2,1,0,99,0,80,8,3,0,8,1,122326,1.123000,7457632,8427,73,23,4,1042210,14,7770662,6917572,7816,55,8,6,13,18,3834330,4333,58,14,10,1,8,5,4,0
Corsicana,175903,175 NAVARRO,12,AA,8,5672,22,40,36,2,66.9,15,11,15,27,6,95.8,0,27.6,276,64.3,71,90,91,80,72,91,60,68,81,78,65,86,49.6,16.1,952,19,795,390,2,3,7,49,14,25,77043,65107,49674,44681,30,7.1,14.5,35.6,11.5,22.5,18.7,8,7,85,0,77,10,1,6,5,1,220037,1.285000,50213013,8745,49,40,12,10330238,27,47774500,41910627,7299,55,6,5,15,19,23008903,4007,58,17,15,1,4,1,4,2
Dawson,175904,175 NAVARRO,12,AA,2,431,11,11,78,0,56.8,3,10,3,4,8,95.8,0,6.7,28,86.7,71,92,.,77,60,86,52,53,75,.,64,82,71.4,6.7,.,18.5,69,35,0,3,6,51,17,23,.,63915,45823,38981,9,6.2,12.3,32.8,11.8,20,20,0,3,94,3,84,4,3,0,9,0,185999,1.290000,4072699,8758,70,23,7,525304,14,4236132,3543818,7621,55,6,6,12,20,1964247,4224,65,9,16,0,6,0,4,0
Frost,175905,175 NAVARRO,12,AA,2,342,5,25,69,1,55.6,12,9,12,27,4,95.6,0,3.6,25,96.4,78,91,97,85,81,96,89,68,80,.,69,94,77.3,23.5,.,20.6,60,37,2,3,3,62,7,24,87000,62541,57143,41489,7,5.7,9.3,16.3,15.3,33.3,5.7,3,0,97,0,77,5,8,0,8,2,169732,1.155000,3448190,9499,68,26,6,219935,7,3505297,3294620,9076,55,10,7,12,16,1820003,5014,58,12,20,1,5,1,3,0
Kerens,175907,175 NAVARRO,12,AA,1,666,32,14,54,1,73,3,12,3,32,9,95.8,0,6.7,40,84.4,69,91,93,80,69,89,56,66,78,.,66,85,73.5,8,.,18.4,112,59,1,6,6,53,19,15,83000,56367,40246,40568,17,5.9,11.2,20,12.2,17.6,19.1,2,2,97,0,77,9,1,5,7,0,269321,1.100000,6896576,10418,55,37,8,760528,14,6675827,6327950,9559,62,5,6,10,17,3939684,5951,46,21,21,1,6,2,4,0
Mildred,175910,175 NAVARRO,12,RE,2,671,4,9,84,3,34.1,1,11,1,32,5,95.6,0,4.2,44,89.6,80,96,95,85,84,95,82,73,81,58,73,93,75,6.7,910,19.6,106,59,4,5,3,55,10,23,67805,63972,43222,40126,8,6.3,11.4,29,12,20.5,18.2,0,0,100,0,83,9,0,0,6,2,448870,1.243000,7492804,10658,34,62,4,1154448,21,7942530,5767863,8205,55,8,7,12,18,3197628,4549,57,16,6,2,8,1,6,5
Rice,175911,175 NAVARRO,12,AA,2,770,5,40,54,0,61.3,17,11,16,24,7,96.6,0,6.4,39,89.4,67,90,85,81,67,88,56,57,75,.,60,92,68.6,4.2,903,18.5,103,51,1,3,4,50,13,28,80600,61363,44660,39558,13,7.5,15,36.9,10.5,7.7,20.9,0,2,98,0,74,5,4,4,4,9,93886,1.181000,7028249,9628,77,19,4,882675,16,6223514,5058036,6929,54,6,6,13,21,2733973,3745,63,13,14,1,4,1,5,0
Burkeville,176901,176 NEWTON,05,AA,3,328,32,2,66,0,70.1,0,13,0,32,4,96.5,0,3.8,25,88.5,66,90,94,74,77,86,50,.,71,.,58,89,42.1,12.5,.,19.5,78,35,3,3,3,45,17,30,71306,63469,49751,42638,19,4.2,9.4,17.1,15.9,17.1,24.4,11,0,89,0,81,7,3,0,9,0,424405,1.250000,4758940,13074,40,50,10,616741,17,4783789,4281063,11761,56,10,4,11,18,2416036,6637,43,17,27,0,9,0,3,0
Newton,176902,176 NEWTON,05,AA,3,1272,40,3,56,1,67.9,0,15,0,25,6,93.5,0,0,65,95.8,60,87,91,69,67,84,47,69,70,42,53,90,60,18.5,993,19.2,237,106,1,3,9,45,14,28,83755,58877,45586,37841,21,5.4,12,34.8,12.2,15,33.1,10,0,90,0,68,15,6,0,6,5,165850,1.172000,14127416,11467,59,26,15,2695797,28,13532282,12042504,9775,52,9,5,11,23,6259043,5080,49,21,19,0,5,0,4,1
Deweyville,176903,176 NEWTON,05,RE,3,731,0,2,97,1,42.1,0,8,0,29,10,93.4,0,3.6,52,92.9,72,90,89,82,77,97,.,50,73,.,65,91,34.6,22.2,913,18.7,121,66,1,3,5,54,12,25,87500,65600,45016,42068,1,6,11.1,33.5,12.9,11.6,18.8,0,2,98,0,84,7,0,0,6,3,520607,1.295000,8535384,11550,9,84,7,6247503,76,8302895,6817243,9225,54,9,6,14,18,3664978,4959,54,17,13,0,7,3,4,1
Roscoe,177901,177 NOLAN,14,RE,3,314,2,59,38,1,63.7,8,12,8,35,1,96,0,0,29,96.3,74,93,97,81,79,98,.,69,81,.,70,96,84.6,18.2,884,19.1,48,26,2,4,2,54,18,20,75024,58942,50709,41587,13,6.6,12.3,19.6,17.7,2.1,4.1,0,4,96,0,81,5,8,0,7,0,210163,1.240000,3339065,11396,60,31,9,159126,6,3329860,2737524,9343,54,9,4,14,18,1488544,5080,53,12,20,1,8,0,6,0
Sweetwater,177902,177 NOLAN,14,AA,7,2331,10,41,49,0,61.2,1,13,1,25,9,95.4,0,2.5,107,89,78,95,94,85,82,97,60,74,84,.,72,82,63.2,18.3,945,20.1,425,193,1,1,7,45,18,28,84954,62260,38593,39393,28,5.5,12.1,24.8,14.2,13.4,14,2,7,90,1,80,9,3,0,4,4,187430,1.123000,23774752,10538,44,40,17,3886907,24,22299409,21067185,9338,54,5,5,13,23,11413560,5059,57,19,17,0,3,0,4,0
Blackwell Cons,177903,177 NOLAN,14,AA,1,157,0,15,85,0,48.4,4,15,4,34,4,95.1,0,14.3,5,85.7,72,98,94,78,69,96,.,58,75,.,69,78,80,.,.,.,42,19,5,5,0,47,13,30,62605,63618,.,39507,5,3.8,8.1,28.2,11.2,0,19.5,0,0,100,0,73,8,8,0,11,0,5372927,1.135000,5004185,35744,7,91,2,1926949,22,4098154,2320820,16577,51,17,8,11,14,1170914,8364,62,10,11,1,10,1,6,1
Highland,177905,177 NOLAN,14,EX,1,216,1,16,78,5,34.3,2,11,2,40,7,97.2,0,0,15,100,89,96,.,93,96,97,.,75,91,.,81,100,.,26.7,.,21.9,40,21,5,6,3,52,12,23,59130,54472,48397,37918,10,5.4,10.5,24.1,12.5,4.9,9.9,0,0,100,0,78,10,5,0,7,1,757903,1.246000,2901314,15033,19,72,9,502784,20,2514971,2341600,12133,55,15,5,14,11,1284040,6653,65,12,14,1,4,1,4,0
Garza-Gonzalez Charter,178801,178 NUECES,02,AU,3,268,4,94,2,0,92.9,18,2,18,25,0,94.3,12,58.3,11,12.5,43,70,.,35,59,89,.,44,.,.,45,17,0,.,.,.,35,16,8,3,6,46,8,28,63564,55772,27344,28617,94,7.6,16.5,61.4,6.9,12.3,49.5,0,94,6,0,94,6,0,0,0,0,0,0.000000,1905411,7561,74,2,25,671102,45,2102793,2102793,8344,52,14,10,12,11,1102294,4374,50,8,30,0,12,0,0,0
Seashore Lrn Ctr Charter,178802,178 NUECES,02,EX,1,180,1,18,78,3,11.7,2,8,2,0,0,97,0,.,0,.,95,.,.,95,.,.,.,.,93,.,80,.,.,.,.,.,23,15,0,4,1,64,16,15,.,47300,86489,32975,17,7.8,12.2,72.8,4.8,10.2,48.4,0,20,80,0,93,7,0,0,0,0,0,0.000000,1423216,6215,92,4,4,1113551,104,1264469,1263760,5519,61,17,0,18,4,775612,3387,90,10,0,0,0,0,0,0
R Milburn (Corpus Christi),178804,178 NUECES,02,EA,1,175,3,76,21,0,52.6,0,10,0,71,0,87.5,.,40,36,25.6,30,80,.,28,40,84,.,26,41,.,29,44,24.1,0,833,.,14,11,0,0,0,79,0,21,.,.,.,40126,14,12.1,15.3,52.1,8.7,26.1,53.9,9,9,83,0,77,9,0,0,14,0,0,0.000000,1334242,6540,91,0,9,111016,9,1277740,1273317,6242,43,24,12,10,10,550171,2697,53,4,31,0,13,0,0,0
Corpus Christi Montessori,178807,178 NUECES,02,AA,1,115,2,51,45,2,5.2,0,11,0,0,0,95.6,.,.,0,.,69,91,86,80,73,.,.,54,83,.,.,.,.,.,.,.,18,7,3,3,0,40,40,15,66004,66004,.,33609,75,6.5,16.4,85.7,3.3,14.3,20,0,57,43,0,86,14,0,0,0,0,0,0.000000,796843,9601,69,0,31,32790,4,635091,634885,7649,64,14,5,15,2,404854,4878,79,21,0,0,0,0,0,0
Seashore Middle Academy,178808,178 NUECES,02,RE,1,91,1,11,86,2,5.5,0,9,0,0,0,.,.,.,0,.,85,.,.,90,84,.,.,80,85,.,.,.,.,.,.,.,13,10,0,15,0,73,0,12,.,37500,.,32503,15,7,9.6,57.9,5.9,63.2,.,0,0,100,0,89,6,4,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Agua Dulce,178901,178 NUECES,02,AA,2,343,2,72,26,0,46.6,3,9,3,20,5,94.6,0,12.5,21,83.3,60,90,89,74,66,90,83,51,81,.,47,91,78.9,0,.,16.3,60,29,3,5,8,48,13,23,59500,59964,32808,40804,48,5.8,12,31.6,11.4,15.9,34,0,35,65,0,83,9,0,0,7,1,305109,1.253000,5470129,15069,34,29,37,850938,27,4074953,3790960,10443,62,8,5,9,16,2365590,6517,32,6,51,0,4,1,6,0
Bishop Cons,178902,178 NUECES,02,RE,5,1192,2,75,22,1,56.1,7,8,7,29,6,96.7,0.5,6.9,60,79.2,75,92,93,81,78,96,38,72,89,78,69,98,70.2,7.5,948,18.3,174,91,3,3,6,52,13,23,68863,60415,41045,41309,66,6.8,13.1,32.8,11.8,19.9,11.4,2,57,41,0,80,9,3,0,6,2,394809,1.189000,11322440,9531,24,67,9,3256360,34,10981225,10105111,8506,52,9,6,14,19,5230601,4403,60,14,14,1,6,0,4,1
Calallen,178903,178 NUECES,02,AA,6,3837,2,48,49,1,40.6,2,9,2,19,8,95.8,0,10.8,248,84,81,96,95,88,82,97,50,74,89,91,69,90,72.6,23.3,979,21.2,560,266,1,3,7,48,13,29,86118,64981,45065,45366,36,6.9,14.4,28,14.2,22.9,17.3,0,19,80,1,85,10,0,0,5,0,301216,1.100000,30659752,7894,35,56,8,5140014,19,30281353,28592193,7362,55,7,4,12,21,15801328,4068,65,18,5,0,4,1,5,3
Corpus Christi,178904,178 NUECES,02,AA,62,38576,5,76,16,2,64.8,6,12,6,19,4,95,0.9,11.3,1993,74.8,67,91,94,76,68,87,61,63,81,89,61,84,64.9,22,972,19,5015,2430,2,4,8,48,11,28,72471,62291,59212,48537,67,7.7,15.9,28.8,13.5,40.9,9.7,3,50,46,1,74,13,2,0,4,6,251638,1.156000,320893720,8274,42,45,13,40912542,15,326409606,296043659,7633,58,7,5,13,17,171066131,4411,63,17,12,1,4,0,2,2
Driscoll,178905,178 NUECES,02,AA,2,275,0,88,12,0,80.7,11,7,10,5,9,96,0,.,0,.,81,93,96,93,71,92,.,80,87,.,80,.,.,.,.,.,55,26,4,4,5,47,14,26,48799,48883,43860,40576,61,5,10.6,23.1,10.4,26.9,3.5,0,50,50,0,92,8,0,0,0,0,429904,1.298000,5511908,21118,46,41,13,960564,23,3800973,3115236,11936,57,10,3,13,17,1763276,6756,48,7,40,1,0,0,1,3
London,178906,178 NUECES,02,EX,1,251,2,39,55,4,15.5,2,7,2,0,16,97.8,0,.,0,.,94,99,.,97,90,.,.,87,98,.,87,.,.,.,.,.,45,23,4,0,2,51,11,32,82623,.,46581,44276,34,5.5,10.9,29.6,11.9,17.4,9.3,0,17,83,0,88,4,4,0,0,3,817590,1.130000,3189221,12556,22,73,5,658642,25,3076694,2652849,10444,51,10,3,18,18,1355833,5338,82,9,6,0,0,3,1,0
Port Aransas,178908,178 NUECES,02,RE,3,534,1,9,88,2,26.2,1,9,1,12,10,96,1.1,6.4,39,80.9,81,97,97,89,79,.,.,76,82,38,79,94,87.9,55.2,1088,24.3,105,49,3,3,5,46,15,28,74578,65701,53790,44831,9,5.1,11,17,14.1,40.4,10.3,0,0,100,0,86,5,3,0,2,4,3171359,1.058000,8077133,14659,15,80,5,3423281,18,6854493,5842941,10604,54,10,5,17,14,3126742,5675,65,18,9,0,3,1,4,0
Robstown,178909,178 NUECES,02,AA,10,3559,1,98,1,0,93,6,13,5,21,12,93.4,2.1,29.1,173,56.3,50,82,84,64,48,83,33,50,33,.,49,80,70.9,1.9,915,17,630,267,1,3,9,42,12,33,73341,56852,45442,41546,88,5.6,13.3,34.7,14.2,26.7,16.6,2,75,21,1,66,12,2,10,6,5,77614,1.254000,38915029,10592,65,14,21,8099480,25,43719858,35120950,9559,53,9,6,13,19,18590196,5060,46,15,26,0,6,1,4,3
Tuloso-Midway,178912,178 NUECES,02,AA,6,3314,2,65,32,1,44.5,5,12,4,21,3,95.7,0.4,2,238,94,75,94,95,82,77,93,86,71,81,83,68,91,60.9,27.5,1030,20.9,386,230,1,3,9,60,9,18,82679,58421,42380,44345,46,8.6,14.4,33.5,12.1,24.1,18.8,1,35,64,0,83,8,2,0,4,4,398556,1.282000,30588888,9031,23,68,9,6019820,26,30780100,26127583,7714,54,7,5,14,21,14005833,4135,62,15,11,0,5,0,5,2
Banquete,178913,178 NUECES,02,AA,3,865,2,78,21,0,65.5,1,9,1,26,4,95.1,1.2,16.7,49,70,67,90,91,77,64,90,22,65,78,.,62,87,.,10.4,900,17.9,140,67,1,3,8,48,4,37,89284,62810,46140,44037,66,6.2,13,23.3,12.7,6,17.4,0,47,53,0,95,4,1,0,1,0,226983,1.521000,10148095,11571,47,39,15,1410441,22,13132359,12255833,13975,35,42,3,8,12,4317161,4923,60,5,24,0,3,0,6,2
Flour Bluff,178914,178 NUECES,02,AA,7,5564,6,30,60,4,44.1,3,10,3,17,11,95.4,0.4,2.9,351,86.9,75,93,92,81,82,95,61,69,79,83,66,92,75.6,28.3,999,20,767,359,1,2,6,47,12,32,88490,65498,51248,43976,30,7.3,15.5,33.1,12.1,28.4,17.5,1,17,82,0,70,11,6,2,2,9,360605,1.070000,45281906,8481,31,59,9,12009104,33,43101339,39025019,7309,55,9,5,12,20,21350013,3999,61,21,8,0,3,5,2,1
West Oso,178915,178 NUECES,02,AA,4,2045,14,84,2,0,85.2,5,14,5,25,4,95.7,0.3,15.1,82,57.9,52,83,88,60,63,83,43,53,71,.,50,83,54.3,0,753,15.8,319,144,1,3,9,45,12,30,83371,54424,46807,43859,81,6.4,14.2,38.1,11.4,26,16.4,9,57,33,1,66,11,9,4,4,6,241665,1.240000,21528694,10917,50,36,15,4039125,25,32439352,18037848,9147,58,8,5,13,16,10411374,5280,49,19,22,1,3,3,3,1
Perryton,179901,179 OCHILTREE,16,AA,6,2170,0,60,39,1,54.7,22,7,21,25,6,96.3,0,5.1,123,84.1,65,90,87,75,66,87,60,57,77,73,56,86,62.9,34.2,.,21.5,312,170,1,3,4,54,14,24,83441,50926,45896,40907,15,6.9,12.8,31.5,12.9,13.4,16.3,0,4,96,0,82,6,1,3,5,3,351089,1.105000,19127355,9044,30,57,13,3041195,19,19681518,16051816,7590,57,7,5,11,19,9109498,4307,53,18,14,2,4,1,5,3
Boys Ranch,180901,180 OLDHAM,16,AA,3,297,7,17,74,2,79.1,2,19,2,48,6,98.4,0,5.7,35,94.3,50,83,91,58,62,89,33,26,57,.,41,83,.,6.5,.,17.9,97,65,4,7,4,67,10,8,70500,66258,56767,44991,6,3.1,4.6,43.3,12.8,16.2,39.2,0,6,92,2,76,8,6,0,9,1,0,0.000000,6508351,20467,38,52,10,655024,11,6358378,6311782,19848,65,7,9,1,18,4098699,12889,55,16,9,0,8,0,5,7
Vega,180902,180 OLDHAM,16,RE,2,271,1,10,86,3,38.7,0,14,0,45,6,97.5,0,0,32,97,86,99,.,88,88,96,.,56,89,.,78,100,89.7,15.4,.,19.5,51,28,4,3,10,54,4,25,62747,55011,42039,41967,16,5.3,9.8,25.2,14.5,14,10,0,0,100,0,80,9,0,0,11,0,378198,1.040000,3542948,12259,54,38,8,1199982,40,3380230,3153548,10912,55,11,6,9,19,1743829,6034,59,15,8,0,12,0,6,0
Adrian,180903,180 OLDHAM,16,RE,1,108,2,29,69,0,58.3,2,13,2,55,7,95.6,0,0,6,100,74,99,.,82,79,97,.,71,73,.,71,100,.,.,.,.,27,17,2,0,0,63,13,22,78500,.,.,41739,4,4,6.3,17.6,13.7,8,13.9,0,0,100,0,79,6,3,0,12,0,335191,1.040000,1745664,15049,59,32,9,1091552,69,1657473,1599463,13788,55,14,1,14,17,875925,7551,70,9,13,0,6,0,2,0
Wildorado,180904,180 OLDHAM,16,EX,1,90,2,13,83,1,45.6,1,8,1,0,1,97.3,.,.,0,.,94,.,.,94,.,.,.,.,92,.,88,.,.,.,.,.,15,9,7,0,0,60,13,21,61000,.,.,37165,7,5.9,9.9,21.9,11.4,0,24.6,0,0,100,0,100,0,0,0,0,0,385415,1.040000,946293,10633,49,39,12,307653,38,800873,785942,8831,53,17,5,11,15,414638,4659,57,9,33,0,0,0,1,0
Bridge City,181901,181 ORANGE,05,RE,5,2476,0,10,86,4,28.2,3,11,3,22,12,95.6,0.5,6.8,151,90.1,81,96,97,86,86,97,78,80,81,92,77,97,76.4,21.6,973,20.6,364,177,1,3,7,49,11,29,79395,57844,44379,40596,3,6.8,14,22.8,13.1,10.6,15.3,0,1,98,1,75,9,6,1,4,5,280564,1.220000,22292226,8860,44,49,7,4624475,26,21475485,18355021,7295,51,5,5,16,22,9442331,3753,58,17,13,1,4,3,5,0
Orangefield,181905,181 ORANGE,05,RE,3,1670,1,5,92,3,27.7,1,11,1,27,7,95.4,0.3,5.9,110,90.8,81,97,94,88,82,92,86,75,81,79,69,92,61.9,25,1004,20.5,232,108,2,3,7,46,11,31,73406,58177,45879,42062,6,7.2,15.5,23.2,12.9,13,14.5,0,2,97,1,83,7,3,1,5,1,195720,1.170000,13139985,7906,54,40,6,1941000,17,14692379,12009198,7226,49,6,5,17,23,5851109,3521,61,14,9,1,5,4,6,1
West Orange-Cove Cons,181906,181 ORANGE,05,AA,5,2687,65,7,27,1,79.4,2,15,2,14,8,93.1,0,15.6,144,74.7,50,86,92,61,52,77,43,54,68,88,46,82,75.9,3.5,828,16.4,451,209,1,3,8,46,0,42,84721,62740,52487,42687,36,6,12.8,35.8,13.8,18.4,20.3,20,1,79,0,90,6,1,0,0,3,558310,1.132000,29701644,11187,13,66,21,8409078,39,30600665,25707168,9683,47,8,5,21,19,12110527,4561,43,15,31,0,5,1,3,2
Vidor,181907,181 ORANGE,05,AA,7,4854,0,4,95,1,48.7,0,18,0,27,6,95.5,0.1,1.6,288,88.7,74,93,93,85,74,90,.,63,74,93,70,86,60.6,14.2,931,19.2,731,345,1,3,6,47,17,26,88992,59007,49865,40213,2,6.6,14.1,25.9,13.8,10.1,14.4,0,2,97,1,61,15,10,1,5,8,133859,1.220000,42173417,8609,62,28,10,6455133,18,41670819,38261258,7810,58,5,5,13,19,22267533,4545,52,25,9,0,4,6,2,3
