SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOT2P,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT10R,DA0708DR10R,DADC410R,DAGC410R,DA0GR10N,DA311TA11R,DA311TR11R,DA311TW11R,DA311TM11R,DA311TC11R,DA311TS11R,DB311TA11R,DH311TA11R,DW311TA11R,DD311TA11R,DE311TA11R,DACTA11R,DA0CT10R,DA0CC10R,DA0CS10R,DA0CA10R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTO2FP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPAOTHP
Wortham,081905,081 FREESTONE,12,AA,3,515,14,16,68,2,48.7,3,8,3,32,7,96.1,0,2.9,91.4,33,73,90,83,79,90,94,67,69,75,60,68,100,53.6,0,944,18.4,80,42,1,3,4,52,23,18,83370,65258,38447,42854,11,6.4,12.3,21.4,13.4,14.3,11.6,2,0,98,0,84,10,0,0,7,0,262789,1.333000,5097395,10114,60,34,7,2053872,49,5855109,4630339,9187,59,6,5,13,17,2707663,5372,62,14,11,0,5,0,6,2,0
Dew,081906,081 FREESTONE,12,EX,1,163,9,10,79,3,36.2,2,5,2,0,4,96.6,0,.,.,0,91,97,97,97,96,.,.,90,91,.,93,.,.,.,.,.,35,21,3,3,3,61,13,17,83000,48497,31470,42613,12,4.7,7.8,21.2,10.9,14.3,10.4,0,0,100,0,95,5,0,0,0,0,2309556,1.105000,2474371,16607,14,82,5,-134003,-3,2370989,1791215,12022,54,13,0,13,20,967902,6496,78,5,13,0,0,1,4,0,0
Dilley,082902,082 FRIO,20,AA,3,940,0,91,9,0,73.3,3,11,3,22,8,94.9,0,5.7,82.9,59,57,78,73,71,67,78,.,56,75,.,52,90,48.9,8.7,.,16.5,166,77,1,4,5,46,11,32,95200,65799,58631,48937,64,5.7,12.3,43,12.7,6.5,22.3,0,39,59,1,77,11,6,2,5,0,143297,1.297000,11686277,12758,68,17,15,188526,2,14011093,10742507,11728,53,9,7,11,20,5732930,6259,45,14,31,0,5,0,4,1,0
Pearsall,082903,082 FRIO,20,AU,5,2274,0,91,7,1,82.9,6,7,5,22,6,94.2,0.3,6.9,83.4,157,52,73,78,64,61,89,67,50,70,67,48,89,46.9,8.7,991,18.1,381,183,2,3,4,48,10,34,85518,67118,47974,44893,65,6,12.4,39.6,11.6,8.4,21.2,2,43,53,2,80,7,0,4,4,5,195187,1.368000,26866593,11862,56,27,18,9086700,46,25157114,22669506,10009,53,10,5,12,20,11915073,5261,52,18,19,0,3,0,4,1,2
Seagraves,083901,083 GAINES,17,AA,3,624,8,76,16,1,70,15,12,11,35,9,95.7,0,0,97.4,38,58,81,85,70,78,91,59,56,68,.,54,92,37.1,15.4,.,19.5,128,61,2,4,5,48,15,27,86700,67086,58588,47133,41,4.9,10.2,31.3,12.8,9,19.2,3,10,85,2,74,7,8,2,10,0,392933,1.000000,10047815,16581,48,41,11,2873250,32,9638292,8764239,14462,56,4,5,13,21,4914973,8111,56,9,22,2,7,0,5,1,0
Loop,083902,083 GAINES,17,RE,1,123,0,52,48,0,56.1,7,7,7,52,8,96.6,0,0,100,13,84,93,.,93,90,97,.,79,88,.,78,100,100,18.2,.,18.3,34,21,3,3,2,61,9,22,70000,58888,53280,44740,13,3.6,5.9,24,15,5.2,17.7,0,10,90,0,84,2,2,0,11,0,4045204,0.934000,3356726,24502,27,67,5,2006430,33,4271208,2751852,20087,54,13,4,13,16,1494233,10907,68,7,9,1,6,1,8,1,0
Seminole,083903,083 GAINES,17,AA,6,2428,1,41,56,1,53.5,10,10,10,28,6,95.8,0,0.6,96.3,165,79,90,93,87,84,95,40,65,89,59,70,99,40.9,25.4,976,21.7,438,196,1,2,10,45,14,28,100400,77119,59069,50612,27,5.5,12.4,25.8,14.9,15.6,5.4,0,9,91,1,70,9,8,1,7,5,1991930,1.000000,46811963,19694,25,69,6,2042261,5,64832677,29925175,12589,56,8,5,11,20,16769337,7055,63,11,17,1,3,0,4,1,0
Mainland Preparatory Acad,084801,084 GALVESTON,04,RE,1,438,80,11,5,3,73.5,0,1,0,0,11,96.9,0,.,.,0,83,94,98,90,89,.,82,85,89,88,83,.,.,.,.,.,49,40,2,2,8,81,0,6,87740,87740,34787,40045,90,9,11.1,53.1,7,15.2,0,77,10,8,5,100,0,0,0,0,0,0,0.000000,3879780,8066,90,1,9,74341,3,4013597,4013597,8344,76,4,3,16,2,3035724,6311,90,0,10,0,0,0,0,0,0
Odyssey Academy,084802,084 GALVESTON,04,AA,1,611,12,62,21,5,78.2,30,4,26,0,0,96.1,0,.,.,0,58,82,76,67,80,.,58,51,75,58,55,.,.,.,.,.,65,35,2,1,6,54,26,11,91365,105988,46320,45794,36,9.4,17.3,69.6,4.7,17.7,24.6,6,9,83,3,84,2,0,13,0,0,0,0.000000,6796824,13432,65,16,19,-1084168,-21,4911064,4731061,9350,54,16,6,17,8,2561886,5063,54,11,32,3,1,0,0,0,0
Ambassadors Prep Academy,084804,084 GALVESTON,04,RE,1,277,66,23,7,5,63.9,0,5,0,0,5,96.3,.,.,.,0,93,98,89,98,92,.,93,92,83,.,94,.,.,.,.,.,32,19,0,9,18,58,14,0,.,61457,29570,35167,56,8.6,14.8,67.9,4.2,42.8,53.8,36,5,27,32,100,0,0,0,0,0,0,0.000000,1744399,9638,75,6,19,291984,13,1799667,1799667,9943,54,13,9,14,9,979131,5410,69,11,19,0,0,1,0,0,0
Dickinson,084901,084 GALVESTON,04,RE,15,9055,15,44,34,7,61.4,10,9,9,17,5,95.3,0.4,8.7,82.7,498,78,91,92,88,83,96,71,75,84,87,73,90,41.4,17.5,936,19.5,1191,586,1,3,10,49,10,27,100792,70118,58959,47770,32,7.6,15.5,37.7,10.9,19.1,10.7,8,14,77,1,77,7,2,8,4,2,259118,1.540000,88818120,10102,45,44,11,4483835,6,115047944,70494190,8018,60,6,5,10,18,42340965,4816,51,19,15,6,3,0,2,1,3
Galveston,084902,084 GALVESTON,04,AA,13,6440,25,46,24,5,71.8,16,7,16,25,5,93.2,0.3,15.4,73.9,461,68,85,90,77,74,93,52,66,84,78,61,88,50.8,24.2,932,20.1,933,433,1,3,14,46,6,30,116769,73257,57580,49767,56,6.9,14.9,36.4,11.6,21.4,15.7,23,19,52,5,64,10,4,10,4,8,699828,1.165000,99333020,15663,31,51,18,45216638,72,80333256,70764209,11158,55,8,4,12,21,39212127,6183,54,12,24,3,2,0,3,0,1
High Island,084903,084 GALVESTON,05,AA,3,179,1,8,87,5,63.1,1,8,1,29,2,94.4,0,0,100,19,67,91,88,75,83,92,.,45,71,.,64,92,76.5,7.7,928,.,30,16,3,2,2,55,3,35,85600,81660,81660,40071,0,6,10.9,30.4,16,14.8,17.4,0,0,100,0,89,1,0,0,7,3,356144,1.490000,3621007,19468,68,25,7,1474703,67,4405705,4031722,21676,23,7,2,57,10,933594,5019,59,13,15,0,5,0,8,1,0
La Marque,084904,084 GALVESTON,04,AU,9,2971,72,18,8,2,72.7,3,10,3,13,6,94.6,1.2,28.9,65.4,178,59,82,89,71,66,86,55,67,73,71,59,86,59.9,5.2,859,17.7,434,213,2,3,12,49,12,22,95131,71344,53169,49086,75,6.8,14,36,12.3,22.1,23,66,8,26,0,77,10,4,0,4,4,472543,1.240000,41014568,12077,32,52,16,1901182,7,43669609,39677898,11684,48,8,5,23,18,18874150,5558,50,15,23,0,4,3,4,1,0
Texas City,084906,084 GALVESTON,04,AA,9,5781,20,41,37,2,66.9,7,8,7,17,6,94.4,0.1,5.7,89.4,373,71,87,92,81,78,94,56,70,80,78,65,93,47.6,15.8,936,19.6,832,377,1,3,10,45,11,30,94479,74012,57662,49495,38,7,15.3,37.6,11.2,18.5,14.8,9,15,74,3,75,8,3,5,4,5,647398,1.289000,66295422,11352,29,61,10,10594783,20,95390019,55174067,9448,55,7,6,15,16,30508479,5224,52,16,14,5,3,4,3,1,2
Hitchcock,084908,084 GALVESTON,04,AU,5,1414,42,27,28,3,75.8,5,9,5,15,3,94.7,0.6,4.4,91.1,83,55,78,84,68,62,86,48,46,72,68,51,84,49.3,2.8,822,15.7,217,91,2,3,6,42,25,22,95669,76742,51904,46978,38,6.5,15.6,36.2,13.3,31.1,22.1,13,9,73,5,73,12,8,0,5,2,338912,1.500000,19872471,16728,33,38,29,2010938,16,21920441,15687311,13205,50,11,5,10,24,7869703,6624,32,25,35,1,3,0,3,0,1
Santa Fe,084909,084 GALVESTON,04,AA,7,4498,0,18,79,2,33.1,2,9,2,25,4,94.7,0.1,5.5,89,296,74,89,91,82,82,94,73,69,75,79,65,91,42.5,22.7,989,22,593,288,3,3,9,49,10,27,71396,70287,52909,47663,11,7.6,15.6,43.5,10,12.4,14,0,3,96,0,79,10,4,0,5,2,219933,1.419000,42010696,9369,53,40,7,7527338,23,60357648,35659169,7953,55,6,6,12,22,19420445,4331,58,19,9,1,4,5,3,2,0
Clear Creek,084910,084 GALVESTON,04,RE,46,38250,9,18,61,12,25.4,8,9,8,26,8,95.9,0.1,1.9,93.7,2504,89,96,96,93,93,98,77,82,92,94,78,98,70.8,43.7,1074,23.4,4963,2630,1,3,15,53,5,23,98996,75222,45108,49664,24,7.7,14.5,33.6,11.2,23.7,10.6,4,9,84,3,75,8,1,2,5,10,400436,1.360000,369992886,9874,35,60,5,44502738,15,408153609,313065717,8355,60,5,6,10,19,188636631,5034,67,20,4,1,3,1,2,2,1
Friendswood,084911,084 GALVESTON,04,EX,6,5946,2,14,77,7,7.4,2,8,2,29,11,96.7,0,0.6,97.7,475,95,98,98,97,97,99,80,93,95,98,88,100,85.5,54.6,1114,24.7,685,364,1,3,8,53,8,27,98294,64533,58674,51376,17,8.7,16.3,18.7,14,30.1,7.2,1,6,90,3,69,14,1,1,4,11,341901,1.367000,51975994,8747,35,61,4,4821229,12,100544442,44339515,7462,60,12,5,7,16,26449880,4451,70,17,2,1,3,1,3,2,0
Post,085902,085 GARZA,17,AA,3,777,6,56,36,3,67.1,8,11,8,25,1,95.6,0,3,92.4,61,73,89,87,82,86,93,47,71,81,64,65,88,75,20.5,.,19.9,174,93,2,4,6,54,10,25,71500,60204,54999,43720,26,4.5,8.3,34.2,12.9,14.4,14,0,6,94,0,80,10,2,1,5,2,997393,1.019000,10303273,12534,21,69,10,3808409,37,10404712,10285729,12513,58,7,6,12,18,5916127,7197,56,19,13,1,5,0,5,1,1
Southland,085903,085 GARZA,17,AA,1,153,2,58,38,3,74.5,1,8,1,50,6,95.9,0,0,92.3,12,77,87,80,84,95,.,.,71,88,.,70,100,70,14.3,.,17.6,33,19,3,3,3,58,9,24,75000,53000,46449,36588,33,4.6,8.1,52.6,10.3,5.3,8.8,0,21,79,0,77,5,8,0,10,0,523833,1.170000,1932479,12231,41,49,10,297498,16,1754117,1748470,11066,53,15,6,11,15,933425,5908,61,7,18,0,7,0,5,1,0
Doss Cons,086024,086 GILLESPIE,13,RE,1,20,0,30,70,0,0,0,10,0,0,0,97.4,.,.,.,0,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,2,0,4,0,35,0,61,.,53340,.,53888,0,4,11.2,0,17.5,55.6,0,0,0,100,0,100,0,0,0,0,0,1748659,0.927000,560811,28041,46,54,0,501729,97,330538,315877,15794,66,15,0,4,15,207532,10377,89,11,0,0,0,0,0,0,0
Fredericksburg,086901,086 GILLESPIE,13,RE,6,2950,0,45,53,2,51.7,11,9,10,26,7,96.1,0,0.9,96.6,234,79,92,94,84,87,96,.,68,87,84,71,98,65.8,36.1,1018,22.2,438,214,2,2,5,49,14,29,84703,73625,45879,46175,17,6.7,13.8,24.2,14.7,24.5,12.2,0,8,92,0,66,10,2,6,6,10,773469,1.146000,34459732,11757,20,69,11,6769723,21,31176518,26989794,9208,57,7,5,12,19,15248765,5203,59,22,7,1,5,1,4,1,1
Harper,086902,086 GILLESPIE,13,RE,3,599,0,15,83,2,41.1,1,11,1,36,7,96.3,0,0,98.3,58,91,98,98,97,94,95,.,84,93,80,88,98,80.4,24.4,931,21.1,95,51,1,2,3,53,9,31,104133,71209,54883,47554,6,6.3,11.8,15.8,14,28.3,12.1,0,0,100,0,84,6,3,0,7,0,608200,1.040000,7117713,11352,44,50,7,2654795,40,6714301,5813712,9272,56,6,6,13,19,3243889,5174,54,17,16,0,6,1,4,2,0
Glasscock County,087901,087 GLASSCOCK,18,AA,2,283,0,46,54,0,49.8,9,9,9,33,4,97.1,0,0,100,26,85,96,.,94,77,96,.,70,96,.,73,90,64,56.3,.,24.1,47,23,2,2,4,49,8,34,85300,59800,47909,46846,20,6,12.3,13,12.3,17.4,27.3,0,9,91,0,80,8,0,0,12,0,4423101,1.115000,5739890,20949,16,77,6,1048536,8,4697200,4328599,15798,53,6,5,18,18,2296555,8382,61,7,11,2,7,4,7,1,0
Goliad,088902,088 GOLIAD,03,AA,5,1360,4,48,45,3,51.7,3,10,3,27,9,96.4,0,0.8,98.4,119,77,90,95,86,83,95,75,66,88,95,66,95,64.5,15.9,953,19.6,239,119,2,3,8,50,11,27,82757,68210,51209,45254,35,5.7,11.5,20.1,15,18.4,9.6,3,17,80,1,73,6,11,1,5,5,752119,1.136000,17477623,13191,38,54,8,3214153,21,20924650,15639962,11804,56,7,4,12,20,8804921,6645,63,10,13,1,4,1,7,1,2
Gonzales,089901,089 GONZALES,13,AA,5,2608,9,62,28,1,70.2,13,8,12,22,7,95.6,0,2.4,85.6,107,74,88,91,83,77,91,61,69,85,90,68,95,70.5,26.9,956,21.2,394,195,1,4,4,49,15,26,82741,51477,50431,43039,29,6.6,13.4,31.6,12.6,14.7,12.9,3,8,87,3,77,6,6,3,4,4,227585,1.108000,24280953,9662,58,28,14,5143405,19,25213877,22857690,9096,58,5,6,10,21,13203282,5254,56,14,15,2,5,0,3,1,3
Nixon-Smiley Cons,089903,089 GONZALES,13,AA,5,1063,1,73,25,1,83.2,10,11,10,22,5,95.6,0,1.5,95.6,65,64,85,80,78,73,97,80,61,72,80,60,94,61.7,2.7,849,17.6,176,81,2,4,4,46,13,31,89443,64234,53948,44917,32,6,13.1,33.2,12.2,6.1,14.6,1,22,75,2,70,10,7,1,4,7,165978,1.265000,12277935,11616,65,18,17,2034509,21,14882752,11251783,10645,63,6,3,10,17,7139008,6754,53,10,28,1,4,0,3,1,0
Waelder,089905,089 GONZALES,13,AU,1,247,17,81,2,0,87.9,19,9,19,10,2,96.7,0,0,93.3,17,53,86,94,67,53,88,56,51,.,.,48,100,38.5,0,.,15.8,46,23,4,2,3,51,13,26,54515,46163,46646,37854,50,5.4,10.6,76.3,6.7,3.9,26.5,13,21,67,0,89,6,0,1,4,0,505169,1.235000,3178662,12086,39,50,12,1859187,77,2881415,2404594,9143,54,13,8,13,12,1294459,4922,51,13,28,1,4,0,2,0,0
Lefors,090902,090 GRAY,16,AA,1,174,0,13,83,4,62.6,2,5,2,36,5,94.8,0,0,92.9,16,68,85,79,78,90,93,.,38,71,.,57,69,61.5,12.5,.,17.6,37,20,2,1,6,53,11,27,81236,47000,22342,41642,3,4.7,8.8,37.9,12.1,14.5,5.3,0,0,100,0,82,0,3,0,12,3,904981,1.340000,2714536,17290,37,60,3,605057,27,4006788,1951912,12433,55,11,5,13,16,1075835,6852,62,8,14,0,7,1,6,1,0
McLean,090903,090 GRAY,16,RE,1,216,0,14,85,1,54.6,1,6,1,37,0,96.5,0,0,93.8,15,85,96,90,89,93,95,.,89,84,.,81,94,76.9,20,.,19.7,46,25,2,3,1,54,7,33,80600,56702,54941,39599,4,4.7,8.8,45.8,11.4,12.6,16.8,0,8,92,0,81,5,4,0,10,0,662021,1.220000,3313801,15063,32,63,5,1477860,55,3832991,2625720,11935,54,10,6,14,17,1419372,6452,65,8,13,0,9,0,5,1,0
Pampa,090904,090 GRAY,16,AA,7,3446,4,40,54,3,61.2,12,10,12,22,4,95.3,0,0,92.6,204,67,87,89,77,74,92,47,57,75,67,58,93,51.8,24.8,986,21.5,517,267,1,2,7,52,9,30,83840,70339,53379,44469,14,6.7,12.9,44.8,11.3,10.4,15.5,1,4,94,1,76,9,2,6,4,3,297130,1.369000,33929906,9792,40,46,14,3441736,13,51735485,28135955,8120,58,7,5,10,20,16314040,4708,56,18,10,4,3,0,4,1,3
Grandview-Hopkins,090905,090 GRAY,16,AA,1,44,0,21,80,0,2.3,0,0,0,0,0,95.8,.,.,.,0,57,81,80,62,.,.,.,40,63,.,.,.,.,.,.,.,10,4,10,0,0,36,20,34,58000,.,.,34783,10,4.2,11.7,73.4,5.5,0,0,0,0,100,0,100,0,0,0,0,0,2798624,0.970000,580199,20007,22,72,5,535595,40,535320,535320,18459,37,23,8,14,18,199799,6890,77,0,23,0,0,0,0,0,0
Bells,091901,091 GRAYSON,10,RE,3,762,0,3,93,3,36.7,0,12,0,27,6,95.6,0,1.7,93.1,54,86,95,93,92,91,99,.,81,86,93,82,96,54.8,26.1,1008,20.2,116,66,2,3,4,57,11,24,88750,76300,47313,45261,3,6.6,11.5,16.3,16.6,30.2,8.9,0,0,98,2,87,6,0,0,6,2,257082,1.450000,8659872,11004,65,31,4,991593,14,10779580,7198256,9146,58,5,5,10,21,4180382,5312,65,13,6,0,7,1,7,1,0
Collinsville,091902,091 GRAYSON,10,AA,3,547,2,12,84,2,42,4,9,4,28,4,96,0,8.1,89.2,32,79,92,96,84,88,96,75,69,80,.,68,93,76.9,35,.,21.8,89,48,1,3,2,54,13,26,86000,68467,35282,45669,9,6.2,11.4,27.1,12.3,18.7,19.5,2,2,92,4,86,4,0,2,8,0,225787,1.244000,6207587,11432,65,31,4,799489,17,6009044,5386624,9920,59,6,4,12,18,3174632,5846,77,5,9,0,3,1,6,0,0
Denison,091903,091 GRAYSON,10,AA,10,4474,12,9,69,11,61.6,5,15,5,28,3,95.8,0,1.6,91,313,79,92,91,85,89,96,66,73,82,80,73,97,51.5,32.1,1015,21.3,538,325,3,3,10,61,15,9,80744,74236,46569,46665,10,8.3,13.8,25.4,14,24.3,12.7,3,2,89,5,78,9,0,1,5,6,301815,1.271000,44842611,10003,49,38,13,8265996,23,42987968,39994028,8921,59,6,4,11,20,23381504,5216,62,18,11,0,4,1,4,1,0
Howe,091905,091 GRAYSON,10,RE,3,1001,1,11,83,5,41.6,5,10,5,29,4,96.1,0,1.4,98.6,73,80,95,95,86,86,98,.,73,82,66,71,97,70.3,51.1,1044,23.7,143,76,1,3,5,53,12,26,87315,61663,55301,43667,1,7,13.2,15.8,14.8,16.3,12.2,0,3,93,4,79,6,1,2,6,7,196075,1.330000,9535716,9740,64,32,4,2825139,35,8980401,7860430,8029,59,7,6,9,19,4600068,4699,65,12,9,1,7,1,5,1,0
Sherman,091906,091 GRAYSON,10,AA,14,6774,14,32,48,6,65.1,15,13,15,16,11,95.4,0,1,89.4,389,77,90,92,86,80,95,60,72,84,84,71,90,42.5,39.6,1092,22,950,511,1,3,7,54,10,25,85131,69479,54113,47291,20,7.1,13.3,33.5,11.4,34.5,12.6,3,6,79,11,71,12,4,5,2,5,342461,1.440000,67755643,10104,35,52,13,7609891,17,72271627,56719872,8458,59,6,5,11,19,33691363,5024,58,18,10,3,3,2,2,2,2
Tioga,091907,091 GRAYSON,10,AA,1,141,0,27,70,3,61,12,9,12,0,1,96.2,0,.,.,0,80,94,91,93,73,.,.,73,81,.,76,.,.,.,.,.,24,14,4,4,0,58,4,29,72500,52530,.,38017,8,5.9,10.1,50,7.8,0,21.4,0,0,86,14,93,7,0,0,0,0,516939,1.390000,1893599,12061,42,51,6,533000,33,1766640,1445646,9208,50,14,7,14,14,723470,4608,54,17,19,1,0,1,3,0,5
Van Alstyne,091908,091 GRAYSON,10,AA,3,1348,2,10,86,2,28.3,2,9,2,28,8,96.1,0.4,2.2,95.6,128,85,96,95,89,93,97,62,74,87,71,73,94,62.5,40,1040,22.7,162,91,1,4,6,56,9,24,103320,59405,50750,44612,3,8.3,14.8,22.7,13.4,23.6,7.5,2,1,97,0,87,4,0,1,7,1,301607,1.520000,14015034,10313,45,52,4,1627847,16,12847115,10274305,7560,57,5,5,12,21,5852367,4306,71,8,6,1,6,1,5,2,0
Whitesboro,091909,091 GRAYSON,10,RE,4,1490,1,10,85,4,49.9,2,12,2,26,5,95.1,0,5.3,94,127,77,92,91,83,87,96,67,74,77,71,68,95,61.3,26.2,1090,21.3,203,120,1,3,5,59,12,19,96100,80303,54409,44053,8,7.3,12.4,31.7,13,22.9,12.5,0,3,92,6,79,6,6,0,5,3,329158,1.400000,15671492,10098,47,45,8,2020283,16,14608025,13152323,8474,62,3,6,10,18,8188799,5276,65,8,11,0,7,2,5,1,1
Whitewright,091910,091 GRAYSON,10,RE,3,773,6,10,80,4,40.1,2,11,2,28,7,96.2,0,0,100,64,90,97,95,94,92,99,82,91,90,89,87,100,46.4,38.5,1033,21.5,106,63,2,3,3,59,8,25,92450,79434,48685,45149,12,7.3,12.3,33,13.5,23.8,12.7,6,3,87,3,84,5,3,0,6,2,202505,1.450000,7848993,10193,63,31,6,1019788,16,11276854,6681008,8677,57,7,6,12,19,3830541,4975,62,12,9,0,7,0,8,1,1
Pottsboro,091913,091 GRAYSON,10,RE,4,1281,0,5,87,8,39.5,0,10,0,25,5,96.3,0,2.4,84.3,72,86,95,93,92,90,99,.,83,86,85,77,100,39.4,38.5,946,23.5,185,95,2,3,5,52,11,28,83232,74959,56803,48910,6,6.9,13.4,13.6,14.5,27.6,8.2,0,3,87,9,89,6,0,0,6,0,513671,1.210000,13393847,10672,30,62,8,1036261,9,13615485,11947962,9520,58,5,5,14,18,6894443,5494,71,12,8,0,4,0,5,0,0
S and S Cons,091914,091 GRAYSON,10,RE,3,824,1,8,85,7,44.7,3,9,3,26,5,96.1,0,1.6,96.7,64,81,93,95,86,88,94,.,62,82,86,77,94,54.2,19.2,988,20.8,123,61,2,3,9,50,7,30,74378,80450,45831,44147,4,6.7,13.5,24.9,12.9,20.1,17.1,0,3,92,5,76,3,10,0,6,5,411836,1.330000,8560950,10167,42,52,7,2349708,33,11789299,7306836,8678,54,6,6,11,23,3958571,4701,62,11,12,0,6,1,7,2,0
Gunter,091917,091 GRAYSON,10,RE,3,791,0,21,73,5,31.6,4,10,4,31,9,96.6,0,4.1,90.5,66,92,99,.,96,91,97,.,83,94,91,85,98,86.5,40,1026,22.4,194,88,1,1,19,45,19,15,120000,75340,55939,48322,5,4.1,9,24.1,12.9,26.2,9.6,0,1,93,6,62,25,0,6,4,3,274162,1.580000,15660417,20286,36,39,25,762662,10,15645777,13888488,17990,63,6,3,7,20,8676795,11239,40,49,3,1,3,0,4,1,0
Tom Bean,091918,091 GRAYSON,10,RE,3,786,2,4,87,7,38.7,0,13,0,32,7,96.2,0.7,2.8,94.4,69,84,95,90,89,92,95,71,82,84,84,76,93,58.6,35.3,1029,21.4,130,72,1,2,3,55,13,25,95500,69746,54502,43236,1,6,11,25.1,14.1,21.9,5.6,0,0,100,0,86,4,1,0,8,0,199992,1.130000,7828730,9847,68,28,3,1113349,16,7848573,7279009,9156,59,6,5,12,18,4291285,5398,74,10,6,0,4,0,5,1,0
East Texas Charter,092801,092 GREGG,07,EA,1,157,6,19,71,5,31.8,0,9,0,71,0,95.2,.,3.3,86.9,72,64,90,.,76,80,96,86,63,60,80,71,88,6.3,.,.,.,15,11,7,10,0,76,0,7,89458,74305,.,45899,0,10.6,13.9,29.3,12.4,26.5,16.4,0,0,91,9,89,0,0,0,11,0,0,0.000000,1461979,9312,90,3,7,2145041,179,1245499,1245499,7933,65,12,11,8,5,804198,5122,61,13,7,0,14,0,1,4,0
Gladewater,092901,092 GREGG,07,RE,5,2018,20,12,63,5,66.3,3,14,3,23,7,94.7,0,0.8,92.6,119,75,90,87,85,82,94,68,70,78,73,70,95,44.4,12.5,883,19,335,159,1,3,6,47,15,28,90837,69119,50164,43146,18,6,12.7,24.5,14.8,24.5,14.8,7,2,87,4,74,13,3,1,5,3,261835,1.170000,19164800,9349,55,35,10,2195575,12,20445096,19107123,9321,57,6,5,10,22,10812176,5274,51,18,21,0,5,0,3,1,1
Kilgore,092902,092 GREGG,07,AA,5,3884,18,24,53,5,58.5,13,9,13,22,5,95.3,0.2,4.4,92.5,220,75,91,90,84,80,93,60,71,82,72,67,91,46.8,25,1022,19.9,579,290,2,3,7,50,14,24,89602,64912,51314,42680,22,6.7,13.4,34.1,13.2,12.7,11.2,7,1,89,3,70,9,8,2,5,6,437247,1.109000,33977839,8934,29,60,11,8879729,32,33034571,30443027,8005,59,6,6,9,20,18030502,4741,54,16,14,3,5,1,4,2,2
Longview,092903,092 GREGG,07,AA,13,8482,42,33,22,4,68.5,15,9,14,22,5,95.1,0.2,7.1,82.1,474,65,83,87,76,70,91,54,62,88,80,57,87,46.8,25.1,1002,20,1164,553,2,2,10,48,9,29,86485,75080,53814,47050,52,7.3,15.3,32.4,13,20,16.6,31,10,57,2,61,10,8,9,4,9,440353,1.513000,96664132,11648,26,61,13,11028045,17,215279971,70870339,8540,58,7,6,9,21,40804683,4917,59,15,15,1,3,1,2,1,2
Pine Tree,092904,092 GREGG,07,AA,7,4724,19,27,52,3,54.2,13,8,11,28,6,94.7,0,8.3,84.6,310,72,88,85,82,84,94,53,68,81,82,61,90,58.8,39.5,1079,21.7,663,320,1,3,8,48,11,29,92404,68473,50243,44811,18,7.1,14.7,31.5,13.5,15.6,14.5,4,6,90,1,70,7,9,5,5,4,338941,1.379000,43501742,9193,36,53,11,4171856,12,42479122,36656368,7746,56,6,5,13,19,20499720,4332,57,15,12,2,4,3,5,1,2
Sabine,092906,092 GREGG,07,AA,4,1290,7,18,72,4,48.1,7,8,7,25,8,96.2,0,4.3,94.6,87,78,92,93,85,84,96,60,70,81,75,69,89,36.7,34.5,1047,21.8,212,109,1,3,5,51,12,27,92458,67099,49519,42627,11,6.1,11.8,25.7,15.2,24.8,7.5,3,2,89,6,76,12,5,2,4,2,295043,1.040000,14537419,11208,47,33,20,3204825,27,14583706,13437557,10360,55,6,5,10,23,7386611,5695,48,34,6,1,3,1,6,2,1
Spring Hill,092907,092 GREGG,07,AA,5,1881,10,10,76,5,31.7,4,6,4,23,5,96.1,0,7.5,91.7,111,86,94,96,91,88,95,65,77,89,88,72,100,73.3,44.2,1098,22.4,235,127,1,3,5,54,12,25,94049,63812,43938,42359,6,8,14.8,24.2,13.7,21.3,12.5,0,1,98,2,78,5,5,1,5,6,237321,1.540000,16442075,8921,54,41,5,3152252,27,27418879,13410246,7276,60,5,8,10,17,8006855,4344,72,7,9,0,5,1,5,1,0
