SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOTHP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT06R,DA0708DR06R,DADC406R,DA0GR06N,DAGC406R,DA311TA07R,DA311TR07R,DA311TW07R,DA311TM07R,DA311TC07R,DA311TS07R,DB311TA07R,DH311TA07R,DW311TA07R,DO311TA07R,DE311TA07R,DA0SU07R,DA0CT06R,DA0CC06R,DA0CS06R,DA0CA06R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTOEFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAOTHP
Cedar Crest,014804,014 BELL,12,EA,1,62,31,13,57,0,100,0,82,0,0,0,99.9,1.8,55.6,2,22.2,20,60,.,.,.,.,.,.,.,.,20,75,.,.,.,.,18,4,8,6,9,21,45,11,65917,71024,49846,47368,34,3.5,16.1,52,5,28.4,63.2,26,0,74,0,100,0,0,0,0,0,0,0.000000,1204374,22303,90,0,10,994,0,1138000,1132980,20981,56,18,11,9,7,631532,11695,17,65,18,0,0,0,0,0
Academy,014901,014 BELL,12,AA,3,986,1,18,81,1,30.7,1,11,1,23,8,96.4,0,0,77,96.3,80,95,96,87,83,95,67,78,81,.,72,92,44.4,21.4,981,21.4,157,81,2,3,4,52,15,25,67794,63631,53840,42083,9,6.3,12.2,13.6,15.6,6.2,15.4,0,2,98,0,84,9,2,0,4,0,157608,1.489000,8375821,8958,56,41,4,1318221,18,8458236,7751646,8291,58,4,7,12,18,4529804,4845,62,17,12,0,4,0,5,0
Bartlett,014902,014 BELL,12,AA,2,399,13,50,36,1,72.2,8,11,8,34,5,95,0,6.9,25,89.7,42,73,88,57,50,83,33,32,62,.,35,72,64.3,33.3,999,.,66,35,2,6,3,53,12,24,73048,37962,40596,35610,23,6,11.3,48.2,8.9,19.9,47.1,3,3,94,0,90,2,0,0,8,0,174062,1.459000,4016216,9086,58,31,11,799098,23,3843484,3540364,8010,54,7,7,11,21,1893909,4285,53,11,21,2,7,0,6,0
Belton,014903,014 BELL,12,AA,12,7968,7,28,63,2,45.2,7,13,7,17,7,95.4,0.1,5.4,464,84.3,74,91,92,80,79,92,60,60,80,77,61,93,.,17,1027,18.3,1159,530,1,2,8,46,13,31,79379,58685,48702,40710,19,6.9,15,33.4,12.3,12.9,14,2,5,93,0,76,10,5,2,4,4,178399,1.669000,62238128,8270,52,39,9,7576279,15,76432864,53487720,7107,55,7,5,12,20,29610217,3934,59,17,9,4,3,5,3,0
Holland,014905,014 BELL,12,RE,3,565,6,24,70,1,51.7,4,9,4,32,10,95.6,0,4.2,24,87.5,80,92,87,90,82,90,71,77,82,.,76,89,57.9,18.2,.,20.7,93,46,1,3,9,49,11,27,85153,62374,46301,40781,12,6.1,12.4,19.7,15.7,11.3,7.8,0,2,98,0,86,5,3,0,6,0,130596,1.449000,6377562,11898,48,30,23,680830,16,5566962,5174200,9653,50,9,5,11,25,2585186,4823,43,38,10,0,5,0,3,0
Killeen,014906,014 BELL,12,AA,52,36589,39,20,37,5,49.8,7,13,5,16,6,95.7,0.3,11.2,1435,79.8,67,89,92,74,71,89,59,68,76,75,61,90,68.6,19.9,939,19.4,5287,2554,1,3,9,48,12,27,91363,65515,54635,44510,39,6.9,14.3,46.1,9.7,18.2,15.1,15,9,74,3,70,10,8,3,3,7,123955,1.419000,313993827,9095,53,24,23,71599314,27,307817095,265420507,7688,58,5,5,11,21,154242876,4468,65,15,10,1,3,2,3,1
Rogers,014907,014 BELL,12,AA,3,833,3,20,77,0,44.2,5,12,5,28,11,96.9,0,2.1,47,97.9,78,94,94,85,73,96,62,61,82,.,67,92,59.5,20,968,20.4,127,69,2,2,9,55,13,18,53024,57242,41205,38217,6,6.6,12,27.5,12.4,17.4,14.4,0,3,97,0,84,7,1,1,6,1,143718,1.426000,7305415,8781,61,32,7,1871161,31,6941357,6535548,7855,55,7,5,13,21,3559169,4278,63,11,11,0,4,1,10,0
Salado,014908,014 BELL,12,AA,3,1257,1,18,79,3,26.4,6,11,6,23,6,96.7,0,6,95,91,84,96,95,89,81,94,43,69,87,63,68,97,68.2,31.7,1030,22.1,160,92,1,3,4,58,9,25,85482,61752,49860,40067,12,7.9,13.6,38,10.2,16.9,25.3,2,3,95,0,78,6,2,3,6,4,372026,1.600000,9731420,8062,17,80,3,2055531,24,10134388,7979989,6611,57,5,6,11,21,4552388,3772,71,11,7,0,5,0,6,0
Temple,014909,014 BELL,12,AA,16,8377,29,33,36,2,60.8,7,16,7,21,6,94.9,0.2,11,424,80.7,66,88,89,75,67,89,47,61,82,90,56,91,57.7,52.5,1092,22.6,1211,583,1,3,10,48,14,24,88052,55419,46560,41160,31,6.9,14.4,37.8,11.2,16.3,19.6,9,9,81,1,67,11,6,4,5,8,278167,1.490000,72833898,8885,26,59,15,13536854,23,69657566,62448492,7618,55,7,5,10,22,34457470,4204,61,17,13,0,3,1,3,2
Troy,014910,014 BELL,12,AA,4,1279,2,21,76,1,41,2,15,1,25,9,95.9,0,8,77,87.4,74,92,93,82,70,90,58,59,78,88,64,87,71.2,23.8,988,21,172,95,2,4,4,55,15,20,73008,59182,47722,38217,6,7.4,13.5,33.5,12.9,15.8,9.6,0,1,99,0,80,11,2,1,5,1,148151,1.544000,10198001,8393,59,37,4,173644,2,10153889,8983081,7393,53,7,6,11,22,4763127,3920,61,19,8,0,5,1,5,1
Por Vida Academy,015801,015 BEXAR,20,EA,3,329,2,86,11,0,58.7,1,14,1,61,0,86.4,.,27.2,57,39.8,22,67,.,27,34,71,.,19,42,.,13,13,29.6,0,794,.,47,22,6,9,19,47,0,19,48638,39848,26685,29617,83,7,15,79.3,3.1,22.2,45.8,18,61,21,0,85,9,0,0,6,0,0,0.000000,2774230,7904,76,7,17,891053,46,2703605,2655102,7564,29,21,17,16,18,763773,2176,48,8,32,0,10,0,2,0
George Gervin Academy,015802,015 BEXAR,20,EA,2,563,45,46,9,0,92.4,2,12,2,21,0,87.3,.,19.4,39,17.7,21,57,.,20,14,73,15,25,25,.,22,.,3.3,.,.,.,44,23,2,5,5,52,0,37,90034,45000,30756,27852,70,12.7,24.5,87,4,13,59.2,26,30,43,0,82,0,9,4,5,0,0,0.000000,3488718,9085,77,1,23,883178,29,3323576,3321039,8649,42,5,7,31,15,1388522,3616,36,14,47,0,1,0,2,0
Higgs Carter King Gifted,015803,015 BEXAR,20,EA,1,315,11,84,5,1,95.9,10,9,10,0,0,93.6,0,.,7,.,69,86,.,70,.,.,60,71,.,.,68,.,0,.,.,.,20,15,3,12,8,77,0,0,104777,56539,38272,28539,85,16.1,21,73.4,4.8,28.7,66.7,33,47,20,0,100,0,0,0,0,0,0,0.000000,2201072,7696,76,1,23,609194,43,2143831,2143831,7496,42,11,6,22,20,889657,3111,69,8,22,0,0,0,0,0
New Frontiers Charter,015805,015 BEXAR,20,EA,2,627,3,94,4,0,88.7,12,12,12,0,0,94.5,1.1,.,0,.,57,82,85,73,31,71,43,58,63,.,56,74,.,.,.,.,63,43,5,6,6,68,8,6,72867,57943,40078,43037,67,10,14.7,64.9,6,34.5,31.8,9,51,35,5,84,14,0,2,0,0,0,0.000000,4704648,7662,82,2,17,174807,5,4587208,4587076,7471,55,17,3,17,8,2515071,4096,52,13,34,2,0,0,0,0
School of Excellence,015806,015 BEXAR,20,AU,6,2288,41,53,6,1,79.6,3,10,2,25,0,96,0.7,13.9,26,63.9,49,79,84,57,43,78,45,50,62,.,48,94,.,0,823,14.6,329,115,1,4,38,35,0,22,98257,39227,23535,30253,85,7,19.9,97.6,1.2,7.1,40,49,29,20,1,84,5,4,0,6,0,0,0.000000,13409022,7589,85,2,13,2430354,18,12412997,11548481,6536,52,16,6,13,14,5994567,3393,76,9,12,0,1,0,3,0
Southwest Preparatory,015807,015 BEXAR,20,EA,4,948,22,62,15,1,59,1,15,1,18,6,84.4,.,31.8,155,16,21,64,.,17,25,63,15,20,33,17,18,52,22.6,6.1,815,.,113,45,9,10,26,40,7,9,74653,40502,43096,36722,50,8.4,21.2,75.5,4.6,25.6,44.9,18,30,52,0,48,17,24,0,11,0,0,0.000000,7439486,7790,80,4,16,1433916,24,6909258,6625708,6938,46,20,13,12,9,3051250,3195,38,24,22,1,5,1,0,8
John H Wood Jr Charter,015808,015 BEXAR,20,EA,4,270,24,42,34,0,96.3,1,67,1,3,0,99.2,2.9,34.2,8,26.3,47,87,.,11,50,67,.,44,33,.,53,79,.,.,.,.,56,21,0,3,2,38,23,34,.,62258,52216,35857,66,4.8,12.7,65.8,4.8,24.8,45,33,24,39,5,25,75,0,0,0,0,0,0.000000,4815177,19980,82,0,18,2547594,59,4325437,4294957,17821,41,33,12,5,9,1743820,7236,10,60,29,0,1,0,0,0
Bexar County Academy,015809,015 BEXAR,20,AU,1,501,9,88,2,0,97.2,13,8,11,0,0,93.1,0,.,0,.,28,61,74,47,7,59,50,23,80,.,27,.,.,.,.,.,47,26,0,4,6,55,34,0,.,24906,21474,28077,70,10.8,19.5,80.7,3,3.8,65.6,15,39,39,8,58,4,35,4,0,0,0,0.000000,3315612,6328,84,0,15,-80076,-3,3157051,3087348,5892,49,12,18,13,8,1518395,2898,67,12,20,0,0,0,0,0
La Escuela De Las Americas,015811,015 BEXAR,20,AU,1,124,0,100,0,0,93.5,53,4,53,0,0,97.2,.,.,0,.,31,60,67,43,29,.,.,31,.,.,30,.,.,.,.,.,19,9,8,5,5,48,10,23,60975,53320,24000,35571,100,6.6,13.8,88.9,1.8,22.2,69.7,11,89,0,0,71,6,0,22,0,0,0,0.000000,980098,6902,85,2,13,538441,65,1007083,1007083,7092,49,13,9,22,8,489775,3449,76,2,22,1,0,0,0,0
George I Sanchez Charter,015812,015 BEXAR,20,EA,1,123,2,96,2,0,86.2,0,30,0,52,0,80.3,5,54.7,17,10.9,27,72,.,24,37,57,.,26,.,.,26,45,0,.,.,.,21,14,0,0,5,64,0,31,.,.,19700,34793,68,5.8,9,100,1.8,0,68.9,0,65,35,0,87,6,0,0,6,0,0,0.000000,1433660,7921,81,0,19,-139269,-18,1420627,1418706,7838,39,17,12,22,10,549542,3036,29,21,43,0,6,1,0,0
Guardian Angel Perf Arts,015813,015 BEXAR,20,NR,1,10,70,30,0,0,90,0,10,0,0,0,86,0,.,0,.,20,.,.,20,.,.,.,.,.,.,.,.,.,.,.,.,5,2,10,40,6,44,0,0,12000,18343,31167,22721,90,2.1,4.7,22.6,19.6,32.3,50,77,0,23,0,100,0,0,0,0,0,0,0.000000,176636,5698,0,0,100,73828,60,135974,135974,4386,15,12,29,43,1,19922,643,100,0,0,0,0,0,0,0
Positive Solutions Charter,015814,015 BEXAR,20,EA,2,151,6,87,7,0,88.1,0,15,0,6,0,87.5,0,43.3,25,8.9,22,62,.,18,13,41,.,25,.,.,22,14,0,.,.,.,24,10,8,5,21,41,0,25,69232,68548,31527,33687,75,6.3,15.3,10.1,20.1,29.2,77,10,30,60,0,96,0,0,0,4,0,0,0.000000,1571313,6414,78,0,22,438761,22,1729337,1729337,7059,50,19,21,2,9,861038,3514,55,10,35,0,0,0,0,0
Radiance Acad of Learning,015815,015 BEXAR,20,EA,3,498,17,62,18,2,72.9,2,11,2,7,0,93.5,3.7,15.8,15,42.1,41,80,76,49,36,79,43,40,39,.,42,78,30.8,.,.,.,57,28,2,9,0,49,7,33,88476,50070,.,30857,54,8.8,17.9,64.1,4.1,10.8,53.3,11,25,64,0,99,0,0,0,1,0,0,0.000000,2771299,6743,78,1,21,176331,6,3116102,3115218,7580,51,14,8,19,8,1581495,3848,47,13,36,1,4,0,0,0
Academy of Careers and Tech,015816,015 BEXAR,20,EA,1,127,6,89,5,1,80.3,2,11,2,100,0,86.2,.,12.5,0,6.3,20,56,.,23,25,88,.,27,.,.,27,.,.,.,.,.,19,9,16,11,11,47,5,11,47000,31500,35000,27333,84,6.7,14.1,100,2.3,0,83.3,22,22,33,22,89,0,0,0,11,0,0,0.000000,1293590,8624,83,2,15,329300,25,1251865,1227517,8183,37,19,7,28,9,453774,3025,42,14,29,0,15,0,1,0
San Antonio Can,015817,015 BEXAR,20,EA,1,406,1,93,6,0,78.8,4,16,4,37,0,83.1,.,34.4,103,25.5,23,63,.,21,14,48,.,23,25,.,22,39,0,.,.,.,65,21,8,4,20,33,5,31,16542,50008,25712,40206,54,6.2,19.2,71.6,5.5,5.4,32.6,0,29,66,5,70,21,0,4,5,0,0,0.000000,2684247,7736,92,3,5,287141,9,2476911,2476911,7138,51,6,23,11,10,1267640,3653,71,11,13,2,2,0,0,0
Shekinah Radiance Academy,015819,015 BEXAR,20,EA,4,912,55,25,19,1,74,4,8,4,8,0,93.9,4.1,.,17,.,35,74,70,44,33,81,28,36,49,83,28,84,0,.,.,.,94,61,1,3,1,65,2,28,88476,51950,20000,32225,70,9.7,15,83.6,3.4,9.9,52.9,46,20,35,0,97,0,0,0,3,0,0,0.000000,5429339,6787,84,1,15,329835,6,5597664,5590460,6988,58,5,6,22,8,3240341,4050,67,8,23,0,1,0,0,0
San Antonio Sch for Inquiry,015820,015 BEXAR,20,EA,1,240,4,79,17,1,94.2,0,15,0,0,0,98.1,8.2,11.5,14,42.3,45,68,91,41,36,82,.,35,83,.,44,61,0,.,.,.,29,19,0,7,7,66,7,14,.,40905,19500,29321,57,8.3,12.6,94.7,1.3,7.9,33.3,16,29,50,5,95,5,0,0,0,0,0,0.000000,1899117,9309,88,0,12,173003,13,1738604,1738604,8523,39,17,5,27,11,671122,3290,42,17,42,0,0,0,0,0
Jubilee Academic Center,015822,015 BEXAR,20,AA,2,452,10,81,9,0,79.2,5,10,5,0,0,94.9,0,23.8,15,71.4,45,78,77,54,59,76,50,44,50,.,45,53,16.7,.,.,.,76,40,5,9,5,53,8,20,43558,36849,35581,28824,74,6,11.3,72.5,4.9,7.5,34.4,0,60,38,3,90,7,3,0,0,0,0,0.000000,3470819,7782,79,3,17,239564,9,3527676,3488444,7822,50,12,7,15,17,1736203,3893,56,7,36,1,0,0,0,0
San Antonio Technology Acad,015823,015 BEXAR,20,EA,1,68,3,91,6,0,83.8,3,16,3,100,0,89.5,.,41.9,28,48.4,31,76,.,56,29,71,.,30,.,.,30,.,0,.,.,.,15,11,10,0,3,68,0,19,69569,.,46758,27787,81,4.4,6.5,66.7,9.3,14.3,66.7,19,52,29,0,78,14,0,0,7,0,0,0.000000,935626,7310,80,0,20,2169135,269,1011823,1011823,7905,42,16,5,36,1,429055,3352,45,15,33,1,7,0,0,0
San Antonio Prep Academy,015824,015 BEXAR,20,AA,1,262,15,63,20,2,71.8,3,8,3,0,0,94.9,.,.,0,.,46,74,71,56,46,.,.,43,67,.,42,94,.,.,.,.,29,16,6,8,3,56,3,24,53892,37552,45900,27546,72,8.9,16,91.5,2.5,8.5,65.5,12,49,39,0,91,9,0,0,0,0,0,0.000000,1258594,6992,89,1,10,-135399,-10,1386164,1386164,7701,39,13,13,24,12,541676,3009,72,12,16,1,0,0,0,0
Lighthouse Charter,015825,015 BEXAR,20,AA,1,66,2,80,17,2,90.9,6,8,6,0,5,95.3,.,.,0,.,36,61,71,46,40,.,.,38,.,.,33,.,.,.,.,.,16,9,3,18,0,54,0,25,84998,53467,.,30212,82,4.1,7.5,100,1.5,0,92.9,0,55,34,11,94,6,0,0,0,0,0,0.000000,1163245,7653,87,2,11,0,0,1167970,1167970,7684,48,16,10,15,11,556936,3664,67,17,14,0,1,1,0,0
Kipp Aspire Academy,015826,015 BEXAR,20,AA,1,320,0,97,3,0,83.8,5,7,8,0,0,97.3,0,.,0,.,80,94,.,89,68,98,.,80,80,.,81,36,.,.,.,.,31,20,0,0,0,66,0,34,.,.,.,57257,38,10.2,15.6,24.4,9.1,36.6,52.6,0,32,68,0,100,0,0,0,0,0,0,0.000000,2591407,10843,61,24,16,78354,2,2645416,2634518,11023,48,20,10,7,14,1269829,5313,88,6,5,0,0,0,1,0
Sch of Science and Technolo,015827,015 BEXAR,20,RE,1,327,10,55,28,8,30.3,0,3,0,10,4,96.2,0,.,0,.,89,97,98,91,.,98,96,86,91,96,88,67,.,.,.,.,22,18,0,9,5,82,0,5,.,68620,23500,35609,23,14.9,18.2,100,0.3,11.4,43.7,6,11,83,0,98,0,0,0,2,0,0,0.000000,2056632,9100,70,8,23,7959,0,2048698,2004890,8871,53,7,13,23,4,1054807,4667,83,6,9,3,0,0,0,0
Harmony Sci Acad (San Anton,015828,015 BEXAR,20,EX,1,301,5,76,17,2,53.8,5,5,5,0,11,.,.,.,0,.,88,95,94,93,90,.,88,84,97,.,85,88,.,.,.,.,26,21,0,10,6,81,0,4,.,63791,31475,30641,35,11.7,14.4,98.5,1.6,3.3,.,0,38,62,0,92,5,0,0,0,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
General Alfred A Valenzuela,015829,015 BEXAR,20,AA,1,29,0,97,3,0,89.7,17,3,17,0,0,.,.,.,0,.,38,75,91,46,.,.,.,39,.,.,36,20,.,.,.,.,5,3,9,9,0,54,0,28,12966,17360,.,34239,100,5.4,10,100,0,34.4,.,0,100,0,0,73,27,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Brooks Acad of Sci and Eng,015830,015 BEXAR,20,AA,1,235,5,83,12,0,65.1,0,4,0,0,15,.,.,.,0,.,59,93,91,60,.,93,46,57,78,.,57,.,.,.,.,.,23,16,4,7,9,72,0,9,72000,32734,18000,39694,70,10.2,14.3,85,2.6,15,.,12,55,33,0,78,0,0,0,0,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Alamo Heights,015901,015 BEXAR,20,AA,6,4536,2,32,64,2,19.7,5,8,5,5,18,95.9,0.4,2.2,307,95.3,84,97,96,87,89,98,55,71,90,91,62,69,.,55.4,1123,23.8,538,304,1,2,7,56,10,24,126611,71125,56212,50229,33,8.4,14.9,20.4,14.5,46.7,16.7,1,19,79,0,72,9,5,3,0,10,874704,1.487000,43277058,9560,9,86,5,8398676,15,47478115,33953439,7500,61,7,5,11,16,20544941,4538,68,17,7,0,0,3,3,1
Harlandale,015904,015 BEXAR,20,AA,31,14100,1,96,4,0,91.5,14,12,13,29,7,94.8,0.2,8.3,694,75.7,58,85,90,65,60,86,62,57,67,83,57,89,39.3,6.4,847,19,2036,954,1,2,8,47,9,32,83378,68669,55486,47578,75,6.9,14.8,36.4,11.6,31.2,13.5,2,61,36,1,69,14,0,9,5,3,75272,1.700000,133590869,9296,65,17,18,11756198,11,138371294,118835932,8269,54,6,7,12,21,64279305,4473,54,14,19,7,2,0,1,2
Edgewood,015905,015 BEXAR,20,AA,20,11906,1,98,1,0,96.5,20,13,18,18,7,94.7,0.3,19.4,495,68.1,57,82,91,66,61,82,56,57,64,40,58,88,62,5.4,831,16.5,1845,765,0,2,15,41,6,34,98384,64776,51913,44927,83,6.5,15.6,41.6,10.6,25.3,19.6,4,67,27,2,68,13,7,7,3,3,66676,1.610000,116945702,9697,65,17,19,23428628,25,132059998,107630707,8925,54,10,5,12,20,57791389,4792,47,15,24,9,3,0,2,1
Randolph Field,015906,015 BEXAR,20,AA,3,1147,21,19,56,5,12.5,0,10,0,3,9,97.1,0,0,75,98.7,86,96,96,90,94,98,81,78,91,87,77,67,90.3,49.2,1090,24.5,161,90,2,2,9,56,6,24,108697,71920,57004,51002,24,7.1,12.8,15.6,17.2,39.7,14.1,3,9,88,0,78,9,6,0,1,6,0,0.000000,16525342,15546,33,5,62,3994626,33,18595798,10984894,10334,55,7,5,12,22,6003174,5647,72,16,4,0,1,4,4,0
San Antonio,015907,015 BEXAR,20,AA,106,55322,8,89,3,0,91.5,17,12,15,21,6,94.6,1,20.6,2249,66.4,58,84,91,66,61,86,50,58,72,73,58,90,68,5.9,838,16.9,7758,3494,1,2,10,45,12,29,84312,72122,58201,49273,78,7.1,15.8,32.1,13.3,37.7,13.2,12,55,32,1,70,11,4,11,3,2,171362,1.580000,520259803,9229,49,31,20,31024506,7,556461482,467124228,8287,56,6,6,11,22,259944231,4611,47,18,21,8,2,0,1,2
South San Antonio,015908,015 BEXAR,20,AA,19,9786,2,96,2,0,90.9,17,10,16,14,5,94.6,1,21.1,418,70.7,49,80,91,57,52,84,51,48,56,63,48,72,53.4,5.4,822,17.2,1421,669,1,3,7,47,12,29,75687,62628,53544,46259,79,6.9,14.6,38,11.9,30.3,11.5,2,65,32,1,54,10,6,17,4,9,98542,1.710000,92196474,9551,59,23,18,20010845,27,104754675,76779734,7954,58,7,5,10,19,44663131,4627,46,15,21,10,4,2,2,0
Somerset,015909,015 BEXAR,20,AA,6,3542,1,84,14,0,80.1,11,11,9,21,7,94.3,0.3,17.3,153,76,54,81,89,63,56,82,41,52,68,50,50,78,43.1,13.2,927,16.9,514,233,1,3,8,45,9,34,82745,60160,48771,44469,66,6.9,15.2,55.3,8.2,22.4,27,2,48,49,0,77,12,0,3,5,3,76060,1.537000,30550953,8779,66,21,12,9715671,40,41652319,25530619,7336,56,8,4,10,23,14176088,4074,54,14,19,4,4,1,4,0
North East,015910,015 BEXAR,20,AA,71,61003,10,46,41,4,39,7,12,6,22,7,95.4,0.3,2.9,3626,89.5,79,94,95,84,83,95,65,72,88,88,66,96,78.6,35.6,1033,22.3,7848,4081,0,2,11,52,9,26,134409,71061,57904,49378,37,7.8,14.9,31.8,11.6,30.7,11.7,2,21,76,1,70,14,2,3,4,7,361792,1.669000,513818000,8627,17,76,7,61306585,14,674583334,434083428,7289,61,5,6,10,19,263725117,4428,62,23,5,2,4,1,1,1
East Central,015911,015 BEXAR,20,AA,13,8470,11,57,31,1,57.2,5,12,6,22,8,95.4,0.5,8.4,433,77.5,64,87,90,71,68,85,56,59,75,63,58,84,60.2,17.7,950,19.8,1148,557,1,3,8,49,14,26,81717,71739,53633,47234,40,7.4,15.2,34.7,11.8,27.1,13.3,5,25,69,1,60,12,13,7,3,6,165851,1.520000,65502518,8059,53,37,10,6459416,12,71748806,57533065,7078,58,6,5,11,20,33259473,4092,59,18,13,3,3,2,1,1
Southwest,015912,015 BEXAR,20,AA,14,10438,3,88,8,1,80.8,15,12,14,21,5,94.9,0.6,13.2,487,79.7,56,84,90,64,59,80,51,55,71,74,53,96,43.2,9.3,871,19.7,1325,659,1,3,8,50,8,31,100598,68925,57869,46879,62,7.9,15.8,37.4,10.5,27.8,15.3,3,42,53,2,67,12,1,13,4,3,105724,1.496000,86731265,8734,66,18,16,7456784,10,94167819,73903270,7442,57,7,6,10,20,42064862,4236,58,17,18,1,3,0,1,1
Lackland,015913,015 BEXAR,20,RE,2,872,21,20,55,4,38.6,2,12,2,12,5,96.7,0,0,22,92,86,98,95,91,93,96,81,94,85,94,89,83,76.5,30.8,1066,17.8,164,77,1,2,13,47,14,23,110762,74310,54937,50523,42,5.3,11.3,24.4,13.4,35.4,10.7,6,16,77,1,76,11,8,1,3,1,0,0.000000,13118980,14658,40,6,54,6074745,52,11226965,10619844,11866,57,7,5,10,21,6053216,6763,66,22,8,1,3,1,1,0
Ft Sam Houston,015914,015 BEXAR,20,AA,2,1327,33,18,45,4,38.5,4,14,4,11,7,96.4,0,0,62,90.9,75,93,91,82,70,95,58,72,87,86,69,85,96.4,33.3,1035,22.8,206,109,1,3,9,53,10,23,99090,74943,58296,50566,37,6.4,12.1,18,15.6,43.5,11.7,9,12,77,2,77,16,3,2,2,1,0,0.000000,18244552,14894,37,14,49,1585329,12,17709645,14194170,11587,57,11,5,10,17,8022575,6549,55,37,4,0,2,1,2,0
Northside,015915,015 BEXAR,20,AA,94,81861,8,62,26,4,46.3,7,13,5,20,8,95.5,0.2,7,4259,82.5,75,92,94,81,80,94,69,71,85,87,67,89,62.8,26.6,988,20.9,10851,5225,1,2,10,48,9,29,80037,69760,52174,47092,51,7.5,15.7,35.6,11.5,32.5,11.5,3,33,63,1,66,13,5,7,4,5,278454,1.593000,665281732,8512,34,58,8,51002446,9,784519198,534359830,6837,58,6,5,10,21,309005553,3954,63,22,8,0,3,1,2,1
Judson,015916,015 BEXAR,20,AA,25,20242,28,46,23,3,56.9,7,11,5,18,6,95.4,0.4,8.5,942,80,64,87,90,71,66,89,56,61,76,78,57,86,52.4,20.2,969,18.8,2762,1293,1,2,11,47,6,34,79761,68327,50702,45301,43,7.3,15.7,39.9,9.6,23.6,22.4,8,22,68,2,76,10,2,3,5,4,226104,1.636000,157442645,8192,42,50,8,24896393,19,179987918,138127572,7187,58,5,5,12,19,80365232,4182,65,18,11,0,4,1,1,1
Southside,015917,015 BEXAR,20,AA,9,4899,2,84,14,1,76.5,13,11,12,28,7,95.2,0.5,9.7,232,80.9,56,83,89,64,61,79,48,55,65,60,54,78,51.1,6.4,886,17.4,643,331,0,3,8,51,6,30,92729,59675,52163,42390,65,7.6,14.8,52.9,7.7,18.4,25.3,4,50,45,2,64,10,2,9,5,9,85720,1.690000,48679504,10031,70,19,11,17815051,52,48218152,34890600,7189,53,7,6,11,23,18524758,3817,58,12,16,7,3,0,2,2
Johnson City,016901,016 BLANCO,13,AA,3,695,1,21,76,2,29.8,7,15,7,22,10,96.6,0,2.2,45,93.3,76,92,93,81,78,94,40,68,78,.,68,82,82.9,24.1,947,21.1,108,60,3,3,5,56,12,22,81493,70276,54376,43908,6,6.4,11.5,19.9,16.2,26.6,16.3,0,0,100,0,74,11,5,0,5,5,627208,1.433000,7292924,10836,14,82,4,928488,16,7542326,6069759,9019,56,9,5,13,18,3375845,5016,61,18,7,1,6,2,5,0
Blanco,016902,016 BLANCO,13,AA,3,983,1,28,71,1,43.2,5,11,5,24,12,96,0,4.9,76,91.5,68,90,90,75,72,90,50,50,74,.,58,95,83.8,28.1,1026,21,154,86,3,2,5,56,9,26,82575,77533,51292,42150,13,6.4,11.5,21.9,13.4,17.5,11.8,0,2,98,0,71,10,6,1,5,6,471523,1.434000,9463879,9559,24,67,9,1282794,15,8882200,7845876,7925,58,8,5,11,18,4560595,4607,64,13,11,1,6,1,4,1
Borden County,017901,017 BORDEN,17,RE,1,143,0,18,72,10,30.8,0,10,0,55,9,97,0,0,13,100,87,99,.,91,87,.,.,71,89,.,87,94,100,9.1,.,19.7,49,20,2,4,7,40,6,41,125400,72463,43679,47835,10,2.9,7.3,5.1,15.1,10.1,5.1,0,5,95,0,78,5,8,0,8,0,4337172,1.317000,4629663,29869,5,89,6,4270007,47,4050910,3691433,23816,42,14,4,19,21,1547917,9987,58,18,6,0,8,0,9,0
