SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT11R,DA0708DR11R,DADC4X11R,DA0GR11N,DAGC4X11R,DA00A001512R,DA00AR01512R,DA00AW01512R,DA00AM01512R,DA00AC01512R,DA00AS01512R,DB00A001512R,DH00A001512R,DW00A001512R,DI00A001512R,D300A001512R,D400A001512R,D200A001512R,DE00A001512R,DA0CT11R,DA0CC11R,DA0CS11R,DA0CA11R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTO2FP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPAOTHP
La Poynor,107910,107 HENDERSON,07,3,455,10,5,83,1,0,0,1,45.5,1,10,1,27,3,96.2,0,0,48,97.8,79,85,75,73,84,79,72,75,81,.,.,.,.,74,33.3,21.4,906,20.8,72,41,3,3,2,57,10,25,59273,60000,49003,43829,11,6.4,11.1,29.2,14.2,7.3,12.1,2,2,95,0,77,5,7,2,9,0,767061,1.082000,5532007,12000,23,72,6,1167162,24,4727357,4510343,9784,59,9,3,10,19,2649576,5747,64,13,14,0,5,1,3,1,0
Information Referral Resour,108801,108 HIDALGO,01,6,1053,0,99,1,0,0,0,0,86.9,19,9,18,27,0,82.2,.,15.4,150,34.1,30,40,12,36,38,21,.,.,.,.,.,.,.,30,2.8,.,.,.,134,53,2,8,9,40,6,35,88410,42964,42673,38184,97,7.9,19.9,62.3,5.7,14.2,29.5,0,96,4,0,81,9,0,0,10,0,0,0.000000,9396480,14194,59,3,38,-364242,-7,9395298,9154708,13829,48,10,9,21,12,4349420,6570,44,5,42,1,8,0,0,0,0
South Tex Educational Tech,108802,108 HIDALGO,01,3,812,1,88,7,0,3,0,1,74.1,28,6,22,0,0,96.7,0,.,0,.,74,77,76,73,66,88,.,72,86,.,95,.,.,69,.,.,.,.,126,49,1,4,13,39,0,43,128750,51812,44380,38542,83,6.5,16.4,68.1,4.8,8.1,25.1,2,72,14,12,100,0,0,0,0,0,0,0.000000,7032227,9168,82,5,13,2014378,30,6428228,6299362,8213,47,13,7,21,12,2971840,3875,58,7,33,2,1,0,0,0,0
Mid-Valley Academy,108804,108 HIDALGO,01,3,396,0,98,2,0,0,0,0,87.6,9,9,9,15,0,86.6,.,21.4,131,39.3,53,58,.,38,53,73,.,53,.,.,.,.,.,49,22.4,3.6,.,16,68,24,2,4,6,35,5,48,40585,57076,29272,37462,94,5.9,16.8,83,3.8,8.5,52.8,0,96,4,0,87,4,0,4,4,0,0,0.000000,4171636,10403,75,0,25,0,0,3605263,3521352,8781,47,9,17,18,9,1640489,4091,50,7,42,1,0,0,0,0,0
Idea Public Schools,108807,108 HIDALGO,01,20,9505,0,96,2,0,1,0,0,82.3,23,5,22,0,0,97.8,0,0,150,95.3,82,82,74,82,87,89,89,82,95,88,96,100,.,81,.,14.3,889,18.6,1077,453,3,4,12,42,4,36,91227,67621,46651,41990,81,8.8,21,83.3,3,8.9,36.7,1,70,26,4,94,6,0,0,0,0,0,0.000000,78323426,11426,74,12,15,656008,1,72119700,65915817,9616,44,20,9,9,18,28983115,4228,67,5,25,1,0,0,2,0,0
Vanguard Academy,108808,108 HIDALGO,01,1,1295,0,96,4,0,0,0,0,83.9,27,3,27,9,0,97.7,0,.,0,.,86,89,92,81,86,84,.,85,94,.,.,.,.,86,.,.,.,.,137,73,3,6,3,53,7,28,69679,60728,48894,50035,95,9.5,17.8,45.3,7.4,21.7,16.2,0,90,8,1,91,3,4,0,2,0,0,0.000000,10580825,9963,80,6,14,826857,12,9161104,8768142,8256,55,8,8,10,20,4798289,4518,70,4,24,2,0,0,0,0,0
Donna,108902,108 HIDALGO,01,21,14929,0,100,0,0,0,0,0,97.3,49,6,49,17,11,95.1,0.6,10.2,654,77.3,59,57,45,64,61,66,63,59,69,.,.,.,.,58,70.4,5,1067,16.8,2280,941,1,2,9,41,10,38,92505,67639,54373,46363,94,6.5,15.9,45.2,8.9,11.2,14.3,0,90,8,2,77,7,0,8,3,4,65392,1.258000,177340780,11805,72,8,21,32697987,26,165208693,141664627,9430,60,6,4,10,20,84655514,5635,61,7,25,2,2,0,2,1,0
Edcouch-Elsa,108903,108 HIDALGO,01,8,5168,0,100,0,0,0,0,0,98.8,38,7,38,20,13,94.7,0.4,12.8,342,82.8,62,65,53,66,63,54,.,62,60,.,.,.,.,62,76.1,7,828,17.1,742,364,1,2,5,49,12,32,114145,67066,57032,44970,96,7,14.2,44.1,10.2,7.5,13.5,1,93,7,0,80,9,0,0,5,6,47226,1.258000,61678897,11563,68,8,24,8016730,19,57739986,50699730,9505,62,7,3,11,18,31382841,5884,49,17,21,2,4,1,4,1,2
Edinburg Cons,108904,108 HIDALGO,01,42,33311,0,98,1,0,1,0,0,85.5,29,8,29,20,6,95.5,0,6.8,1856,86.1,73,75,65,73,76,72,85,73,79,48,97,.,88,70,83.1,8.5,969,17.5,4304,2079,0,2,8,48,8,33,114577,77352,60059,49933,95,7.7,16,28.4,12.8,17.8,5.6,0,92,7,1,56,7,4,17,5,11,149834,1.240000,334038901,10102,60,22,18,43588317,16,340492661,279899118,8465,59,4,4,10,23,164628467,4979,39,13,18,21,4,1,3,1,1
Hidalgo,108905,108 HIDALGO,01,8,3289,0,100,0,0,0,0,0,87.8,52,5,51,29,10,95.6,0.2,2.9,228,90,65,62,47,69,76,70,.,65,80,.,.,.,.,64,87.3,3.2,822,16,522,242,2,4,8,46,10,30,92152,65231,53071,46669,94,6.3,13.6,33.9,11.1,19,10.7,0,88,5,7,41,5,0,43,5,6,126214,1.586000,42565345,12392,64,16,21,1644053,5,42199469,36716149,10689,52,8,7,13,20,19197110,5589,41,11,35,3,6,0,4,1,0
McAllen,108906,108 HIDALGO,01,34,25126,0,93,5,0,2,0,0,67,27,7,27,24,11,95.6,0.3,10.2,1381,82.2,75,78,66,75,78,77,77,74,87,67,95,100,86,70,83.4,17.2,953,18.9,3141,1573,1,3,10,50,9,27,78103,68016,52608,47918,86,8,16,24,13.9,20.6,11.6,1,78,20,1,63,8,1,17,5,6,232984,1.165000,243709125,9561,51,32,17,33785944,19,229771678,212101161,8321,59,5,5,10,22,124131273,4870,59,14,16,2,4,0,3,1,1
Mercedes,108907,108 HIDALGO,01,11,5695,0,99,1,0,0,0,0,93.2,28,5,26,26,11,95.5,0.2,8.9,286,80.5,65,64,56,67,68,68,100,65,78,100,.,.,.,64,70.2,8.6,914,17.9,832,376,1,3,9,45,10,33,81339,70448,55038,46405,94,6.8,15.1,37,10.9,8,9.4,0,91,8,1,65,8,1,20,4,2,77616,1.290000,63950399,11225,64,12,24,7201189,16,65367913,56558961,9928,54,7,5,11,22,30788827,5404,50,14,26,2,3,0,3,1,1
Mission Cons,108908,108 HIDALGO,01,23,15639,0,99,1,0,0,0,0,83.7,31,8,29,23,8,94.6,0,6.8,847,82.2,70,70,59,71,74,70,92,69,80,.,100,.,.,67,89.5,9.1,941,17.8,2128,972,1,2,8,46,10,32,81121,70367,57681,47875,92,7.3,16.1,32.2,12.3,15.3,11.7,1,87,11,1,73,9,0,6,5,7,100864,1.300000,165949584,10549,67,14,18,36355096,28,165417516,139364937,8859,55,5,5,11,24,76835795,4884,57,12,19,2,4,0,3,1,1
Pharr-San Juan-Alamo,108909,108 HIDALGO,01,45,31620,0,99,1,0,0,0,0,89,40,6,44,21,9,95.4,0,1.3,1885,89.9,64,65,52,64,71,62,78,64,71,.,.,.,.,62,74.8,5.4,851,16.6,4324,2047,1,3,9,47,11,29,82129,72743,57787,48196,95,7.3,15.4,37,10.6,13.3,9.5,0,92,6,2,75,6,0,12,5,2,107702,1.359000,339958269,10818,65,15,20,39027028,15,392851481,294290738,9365,58,5,5,11,21,171499816,5458,52,14,21,3,4,0,3,1,2
Progreso,108910,108 HIDALGO,01,7,2154,0,99,1,0,0,0,0,79.5,56,6,55,24,1,95.8,0.6,12.1,120,81.1,63,60,49,66,71,63,.,63,.,.,.,.,.,63,59.6,2.9,853,17.7,277,140,1,3,9,51,20,16,105694,101954,49691,45686,95,7.8,15.3,58.4,7.5,5.4,16.3,0,91,7,2,88,5,0,3,4,0,57962,1.430000,25324014,11387,71,9,20,6860541,40,29825111,22248874,10004,56,8,4,14,17,12554275,5645,52,9,26,3,3,0,5,1,0
Sharyland,108911,108 HIDALGO,01,15,10135,0,91,6,0,2,0,0,56.5,28,6,27,21,9,97,0,2.2,673,94.4,84,85,73,86,89,82,86,83,93,.,98,.,96,79,76,16.3,954,19.9,1131,569,1,3,9,50,8,28,92595,70326,55991,49686,81,9,17.8,28,12.1,15.6,8.3,0,72,26,1,54,7,0,23,4,13,235490,1.200000,90288912,9072,54,36,10,14188107,20,97486307,79812534,8019,57,5,5,11,22,45411296,4563,58,12,10,2,4,9,5,1,0
La Joya,108912,108 HIDALGO,01,37,28895,0,100,0,0,0,0,0,95.5,46,7,44,18,10,93.3,0,9.6,1440,79.3,66,64,51,71,73,65,60,66,79,80,.,.,73,66,69.7,6.3,900,16.9,4059,1967,1,3,8,48,7,33,80265,67348,55956,48263,97,7.1,14.7,40.5,10.1,13.7,8.5,0,94,4,2,59,4,4,24,4,4,70734,1.311000,318928693,11072,71,10,19,65005702,27,317007545,270483336,9390,57,4,5,10,23,153434023,5327,56,10,24,3,3,1,3,1,1
Weslaco,108913,108 HIDALGO,01,21,17663,0,98,1,0,0,0,0,86.3,26,9,25,26,6,96.2,0.2,4.8,1044,84.6,72,70,56,78,78,70,100,72,89,47,94,100,87,70,76.6,7.9,872,17.8,2301,1054,1,1,9,46,10,33,93964,85279,63782,52868,89,7.7,16.8,18.7,14.4,17.2,5.1,0,84,14,2,74,8,0,7,5,5,101594,1.140000,179422959,10090,65,13,23,19009349,14,181716459,158278417,8901,56,5,4,11,25,88151872,4957,55,11,22,1,4,1,3,1,1
La Villa,108914,108 HIDALGO,01,3,594,0,100,1,0,0,0,0,87.5,25,7,22,27,11,94.4,0,5.3,54,91.2,66,66,60,62,75,65,.,66,.,.,.,.,.,64,95.8,2.2,.,16,98,44,0,3,12,45,11,29,.,71683,54643,44508,89,6,13.5,36.4,12.3,9.7,18.1,0,77,23,0,85,5,0,0,10,0,160944,1.304000,8506678,13417,62,15,23,1415566,23,8751710,7409379,11687,47,11,5,15,22,3510905,5538,33,8,42,1,7,0,7,1,1
Monte Alto,108915,108 HIDALGO,01,3,950,0,99,1,0,0,0,0,92.8,38,6,36,18,4,96.7,0,.,0,.,65,64,58,68,67,66,.,65,.,.,.,.,.,64,.,.,.,.,134,63,2,1,5,47,16,28,74466,69442,50174,43359,93,7.1,15.2,39.7,11.1,8,18,0,90,10,0,89,5,0,2,4,0,74353,1.350000,10462242,11048,74,11,15,1110588,14,12817848,8848202,9343,60,7,6,12,16,5284516,5580,54,7,32,2,3,0,3,0,0
Valley View,108916,108 HIDALGO,01,14,4760,0,100,0,0,0,0,0,93.3,55,5,55,21,6,97.1,0,1.8,286,92.2,77,76,65,82,84,73,.,77,88,.,.,.,.,77,63.9,2.9,983,16.5,706,314,1,3,8,44,12,32,99705,70535,56770,44916,97,6.7,15.1,39.6,7.9,3.5,12,0,96,3,1,58,7,6,19,4,7,88696,1.317000,53692943,11422,72,11,17,10020645,25,52061719,45900275,9764,58,6,5,10,21,26477510,5632,59,10,20,4,2,0,3,1,0
Abbott,109901,109 HILL,12,1,296,0,10,87,0,0,0,3,34.1,0,13,0,39,4,97.7,0,6.7,14,93.3,85,88,78,86,85,81,.,87,85,.,.,.,70,73,.,13.3,.,20.4,37,23,5,1,5,62,0,27,63159,56833,45515,42636,0,8,12.9,17.4,17.5,26,8.2,0,0,100,0,86,4,0,0,9,0,167805,1.369000,3275891,11030,69,26,5,670796,29,2908092,2565498,8638,59,10,3,11,17,1522736,5127,60,13,12,0,9,0,4,2,0
Bynum,109902,109 HILL,12,2,253,6,21,71,0,0,0,2,55.7,2,13,2,34,4,96.9,0,0,14,100,75,74,69,72,81,80,.,62,78,.,.,.,69,64,77.8,28.6,.,20.7,41,22,2,1,5,53,15,24,79500,69830,45419,38391,10,6.2,11.7,32.5,13.5,16.4,33.6,9,5,86,0,72,14,5,1,9,0,230767,1.230000,2888968,11840,67,26,7,57394,3,2893296,2503986,10262,51,13,7,11,18,1287408,5276,52,21,14,0,8,0,4,1,0
Covington,109903,109 HILL,12,1,267,0,9,88,1,0,0,2,50.6,0,13,0,36,11,96.2,0,0,15,100,73,73,52,79,82,67,.,.,74,.,.,.,.,64,63.6,14.3,.,18.7,44,23,2,5,4,51,7,32,94670,64071,45289,42439,7,6.1,11.9,35.6,12.5,22.2,11,0,0,100,0,71,8,8,0,9,3,361833,1.401000,3250982,11367,49,41,10,391806,16,4961410,2954058,10329,52,12,7,13,16,1540898,5388,50,16,23,1,6,1,3,1,0
Hillsboro,109904,109 HILL,12,6,1987,16,56,25,1,1,0,2,78.8,15,12,14,19,6,96.3,0,1,106,95,78,80,70,79,76,80,68,77,85,100,88,.,67,75,46.6,24.4,973,26.7,279,146,3,4,6,52,12,23,87754,65074,53308,41894,18,7.1,13.6,45.2,9.9,16.4,25.1,2,8,87,3,72,11,6,6,3,4,263540,1.410000,19917840,10331,48,40,12,312882,2,19422159,17366561,9008,52,8,6,13,20,9100198,4720,44,15,20,6,3,3,6,1,2
Hubbard,109905,109 HILL,12,3,403,21,11,66,0,0,0,2,69,1,10,1,31,10,96.5,0,2.7,37,91.9,82,87,73,80,84,78,63,73,88,.,.,.,82,76,60,11.1,883,16.8,73,35,1,3,4,48,15,29,84240,64699,50491,42323,15,5.5,11.4,30.6,12.9,18.4,25.2,3,0,92,6,78,6,3,0,11,2,171455,1.500000,6084527,14626,66,25,9,694479,17,13073033,5118973,12305,52,10,6,15,17,2660919,6396,62,12,13,0,8,0,5,0,0
Itasca,109907,109 HILL,12,4,704,10,36,50,1,1,0,3,66.3,7,11,7,26,6,96.4,0,2.5,38,92.5,74,82,64,63,79,84,67,71,77,79,80,.,71,66,76.7,21.7,911,19,101,54,3,1,6,53,16,20,77890,82190,59301,46393,19,7,13.1,42.6,11.2,14.7,19.3,4,4,85,7,85,8,0,0,4,3,271210,1.444000,7898969,10776,54,39,7,1740833,27,12627120,6669162,9098,57,9,5,11,18,3786706,5166,60,15,14,0,5,0,4,1,1
Malone,109908,109 HILL,12,1,102,12,28,60,0,0,0,1,89.2,11,11,11,0,4,97.3,0,.,0,.,74,85,78,72,57,.,.,73,79,.,.,.,.,76,.,.,.,.,22,9,2,3,1,41,30,23,96913,59201,42676,38807,25,4.7,11.5,44.9,11.4,6.1,14.2,11,0,89,0,83,7,10,0,0,0,350525,1.116000,1593931,16100,45,45,10,280531,31,1534576,1325129,13385,44,13,3,8,32,588513,5945,63,15,19,1,0,1,2,0,0
Mount Calm,109910,109 HILL,12,2,174,3,21,72,0,0,0,4,69.5,5,14,5,22,1,96.2,0,.,0,.,69,79,61,64,66,65,45,75,68,.,.,.,80,60,.,.,.,.,33,18,6,6,1,54,18,15,50366,34850,.,37977,15,5.2,9.7,50,6.8,16.7,15.2,11,11,78,0,90,3,0,0,6,0,129157,1.253000,2657863,16011,59,20,21,291181,16,3444589,1671058,10067,58,16,2,11,13,971587,5853,49,9,37,0,4,0,1,0,0
Whitney,109911,109 HILL,12,5,1553,4,16,76,1,0,0,2,61.1,4,11,4,31,8,96,0,1,98,94.9,76,80,73,70,84,74,62,76,77,85,.,.,67,71,67,23.7,1040,20.5,217,105,1,2,5,48,12,31,99072,64023,44603,43015,8,7.2,14.7,23.9,12.9,8.8,18.1,0,1,99,0,78,10,0,0,5,6,343434,1.183000,17096440,11248,36,48,16,2771064,26,15382639,14489891,9533,58,9,4,10,19,8361543,5501,46,35,11,0,3,0,4,1,0
Aquilla,109912,109 HILL,12,1,271,1,13,86,0,0,0,0,56.1,3,9,3,33,3,96.2,0,0,19,100,66,70,59,60,71,73,.,55,68,.,.,.,71,65,50,11.1,904,.,37,21,3,0,1,57,8,31,83500,55000,72286,38635,8,7.3,12.9,35.8,11.1,14,5.2,5,0,95,0,93,5,0,0,2,0,195011,1.369000,2866356,10899,68,27,4,1301884,59,3552159,2029676,7717,59,10,4,10,17,1186610,4512,67,8,12,0,4,0,6,2,1
Blum,109913,109 HILL,12,2,370,0,11,87,0,0,0,2,67.3,2,15,2,25,10,96.7,0,0,30,100,75,76,69,71,79,81,.,62,76,.,.,.,.,68,39.1,33.3,985,20.9,61,33,2,3,2,53,13,27,76800,64190,42749,41320,8,6,11.4,33.8,12.3,17,6.6,0,0,94,6,73,6,9,4,8,1,342306,1.376000,4315785,12089,47,47,6,2171342,61,3710679,3462022,9698,54,8,7,12,18,1884093,5278,63,13,12,2,5,1,3,1,1
Penelope,109914,109 HILL,12,1,177,1,28,67,3,0,0,2,75.1,9,11,9,38,3,97.2,0,0,21,91.3,73,73,63,68,80,82,.,57,76,.,.,.,.,70,93.3,21.4,1040,17.8,38,22,3,2,0,57,22,17,85000,51877,.,37560,8,4.6,8.2,52.3,9.2,0,13.7,0,0,100,0,71,9,10,0,10,0,117958,1.170000,2267831,12669,80,13,7,149731,7,2305936,2139864,11955,65,8,2,11,13,1394817,7792,56,14,16,1,9,0,4,1,0
Anton,110901,110 HOCKLEY,17,2,245,4,69,24,0,0,0,3,69.4,3,11,3,42,9,96.3,0,0,22,100,62,64,59,60,56,68,.,58,76,.,.,.,.,58,.,9.1,924,19.5,42,24,2,5,4,57,9,22,91280,68115,41829,39113,19,5.8,10.1,37.2,9.6,20.6,40.6,0,7,93,0,71,11,8,0,10,0,465828,1.170000,2721925,11155,41,49,10,1213870,49,3103254,3077532,12613,59,9,7,11,14,1809767,7417,59,12,15,1,9,0,5,0,0
Levelland,110902,110 HOCKLEY,17,7,3005,4,66,28,0,0,0,1,66.4,5,13,5,31,7,95.2,0,7.9,181,86.3,70,71,60,70,74,73,59,66,81,85,100,.,61,64,48.8,20.3,955,19.9,447,238,1,3,7,53,15,20,101647,66422,41508,42115,36,6.7,12.6,28.5,13.2,21.6,11,2,16,81,1,64,14,9,3,7,4,514556,1.131000,33453838,11465,26,59,15,5561787,23,32183387,29217406,10013,60,7,4,10,18,17508422,6000,51,22,14,0,4,1,4,1,3
Ropes,110905,110 HOCKLEY,17,2,336,0,45,52,1,0,0,2,47.3,2,7,2,34,9,96.8,0,12,23,84,79,81,76,79,77,76,.,68,86,.,.,.,.,68,65.2,46.7,1092,22.6,58,35,3,1,6,60,10,19,70871,70156,44415,41977,22,5.8,9.7,26.9,13.1,18.1,13.5,3,3,88,6,74,6,6,0,7,8,281720,1.170000,3790237,11556,59,32,9,942405,29,3623708,3580932,10917,57,7,6,11,18,2055031,6265,60,9,16,1,7,0,5,1,3
Smyer,110906,110 HOCKLEY,17,3,386,1,52,43,1,0,0,3,60.6,2,15,2,29,4,96.7,0,0,19,100,77,75,66,78,84,85,.,74,80,.,.,.,95,71,.,17.6,1052,19.9,55,34,2,4,1,61,7,25,85427,71822,87231,41637,30,7.1,11.5,17.3,15.6,11.7,0,0,9,79,12,76,8,7,0,10,0,266158,1.320000,4406686,12309,58,35,8,1578377,45,5069432,3704004,10346,55,8,6,16,15,2023386,5652,59,11,13,0,8,1,6,1,1
Sundown,110907,110 HOCKLEY,17,4,681,1,54,44,1,0,0,1,39.8,3,8,3,23,9,96.5,0,0,33,100,91,91,90,93,91,88,100,88,95,95,.,.,100,86,75,20.8,995,21.1,109,64,2,3,5,59,9,22,117000,92788,60399,52206,27,6.2,10.6,15.5,16.4,21.8,4.9,2,8,89,2,75,5,9,0,6,5,2266333,1.040000,12650757,18967,31,65,3,6195318,30,10477893,9766507,14642,60,5,5,12,17,5875441,8809,73,5,6,1,3,2,7,1,2
Whitharral,110908,110 HOCKLEY,17,1,182,1,24,74,1,0,0,1,36.3,3,6,3,33,7,96.3,0,0,15,100,81,84,78,74,90,85,.,82,81,.,.,.,.,77,83.3,20,.,20.6,33,18,3,3,4,54,9,27,80420,58968,47388,40640,15,5.5,10.3,28.2,13.4,13.7,27.7,0,0,100,0,78,6,0,0,13,4,456041,1.170000,2355873,12334,51,43,6,450137,24,2204301,2131991,11162,52,10,5,16,18,1109336,5808,71,7,7,0,5,1,8,1,0
Granbury,111901,111 HOOD,11,11,6590,1,20,76,1,1,0,2,46.5,7,11,7,26,7,95.6,0,3,411,91.7,84,86,73,84,90,86,75,77,86,66,90,88,85,77,64.3,38.6,1049,22.9,918,464,1,3,8,50,6,31,104418,71992,57167,49726,10,7.2,14.2,26.6,13.1,23.1,10.1,0,4,94,1,70,12,5,3,4,5,693593,1.150000,68610575,10438,22,68,10,14285646,22,68307938,62539373,9515,58,6,6,11,20,36364388,5532,60,16,7,3,3,5,3,1,3
Lipan,111902,111 HOOD,11,2,301,1,10,86,1,0,0,2,44.9,2,6,2,27,5,96.1,0,0,15,100,78,81,75,75,71,87,.,85,77,.,.,.,79,73,46.2,16.7,.,.,43,22,2,2,7,51,2,35,95000,77400,52698,43019,7,7,13.7,22.7,12.5,13.6,9.5,0,0,95,5,88,4,0,1,8,0,507163,1.413000,3468628,12477,20,75,5,697540,28,3548760,2506230,9015,55,11,8,10,16,1380117,4964,62,12,12,0,8,0,5,1,0
Tolar,111903,111 HOOD,11,3,612,0,7,92,1,0,0,1,28.4,3,9,3,36,6,96,0,0,43,97.7,83,84,72,82,89,82,.,64,84,.,.,.,.,73,80,25,1002,21.1,93,54,2,3,2,58,8,26,80451,70133,47764,44433,3,6.6,11.3,25.8,12.9,20.9,11,0,2,98,0,71,7,3,0,10,9,329364,1.376000,6717787,10596,49,48,3,1251592,24,6287925,5424926,8557,58,9,7,11,16,3162606,4988,66,14,6,0,7,0,6,1,0
Sulphur Springs,112901,112 HOPKINS,08,8,4213,12,24,61,0,1,0,2,64.1,8,8,8,21,5,96.2,0,6.2,222,88.4,77,80,68,76,81,77,62,71,82,52,100,.,78,70,63.8,25.2,1014,21.3,583,304,1,2,8,52,16,20,78481,68665,49342,42379,14,7.2,13.8,21.2,14,22.9,9.9,4,2,92,3,72,10,7,2,4,5,256415,1.360000,41968915,10128,46,40,14,19625747,66,60785266,34360233,8292,60,6,4,11,19,20749898,5007,59,13,16,3,4,0,5,1,0
Cumby,112905,112 HOPKINS,08,2,400,1,8,88,1,1,0,1,53.5,3,13,2,42,10,95.2,0,3.1,31,96.9,75,77,51,75,79,86,.,82,74,.,.,.,.,73,66.7,16.7,.,18.7,71,38,3,3,8,54,13,20,74482,59028,44812,41654,3,5.7,10.5,18.4,14.6,13.1,10.3,0,3,97,0,81,5,0,0,12,2,162489,1.155000,4789983,11542,66,19,16,775781,21,4681320,4085825,9845,58,9,5,9,18,2381820,5739,56,7,25,0,4,1,6,1,0
North Hopkins,112906,112 HOPKINS,08,2,450,2,24,69,2,0,0,3,67.3,11,15,10,21,1,95.6,0,3.1,32,96.9,69,75,59,68,70,60,64,67,69,71,.,.,72,61,78.6,9.1,.,18.2,64,38,2,5,5,59,0,29,73542,49132,40619,38619,11,7,11.8,26.3,12.6,10.5,10.8,0,3,97,0,76,5,8,3,9,0,198817,1.125000,5015701,11048,67,25,9,1419922,39,4162636,3867416,8519,59,8,5,12,16,2270817,5002,49,15,20,2,5,1,4,1,2
Miller Grove,112907,112 HOPKINS,08,1,251,0,20,78,1,0,0,1,55,8,11,8,34,2,96,0,0,20,100,78,79,64,78,81,82,.,62,81,.,.,.,.,70,.,26.7,.,19,36,22,3,5,0,61,8,22,73000,51818,.,37573,0,7,11.4,31.7,11.8,9.5,12.5,0,0,95,5,72,8,5,0,12,3,188641,1.320000,2904740,11527,68,25,8,1207972,56,4575776,2261938,8976,58,9,8,11,14,1321378,5244,58,16,12,0,9,1,3,1,0
Como-Pickton Cons,112908,112 HOPKINS,08,2,795,3,39,57,1,0,0,1,68.3,17,9,17,28,8,96.4,0,0,48,97.9,78,83,59,79,81,77,69,73,83,.,.,.,.,74,78,9.4,1039,18.6,117,60,2,3,5,52,15,24,77808,60936,49806,40569,14,6.8,13.2,28.1,11,11.4,14.5,0,8,92,0,76,7,8,1,6,2,176371,1.040000,8234439,9993,68,19,13,1131035,17,7723224,7145928,8672,62,6,4,10,18,4415660,5359,65,12,10,2,6,0,4,1,0
Saltillo,112909,112 HOPKINS,08,1,253,4,20,74,1,0,0,2,57.7,8,16,6,27,4,97.7,0,0,27,100,84,85,68,86,85,88,92,80,86,.,.,.,.,81,72.7,18.8,967,19.8,41,26,2,5,0,62,8,21,74775,61512,52176,41573,2,6.1,9.8,15.5,16.4,14.7,7.5,0,4,96,0,83,11,0,0,6,0,156173,1.040000,4170762,16292,56,28,17,1079182,48,3261404,3126814,12214,59,8,6,8,19,1855105,7247,37,45,8,2,5,0,2,1,0
Sulphur Bluff,112910,112 HOPKINS,08,1,217,3,7,84,1,0,1,5,40.6,2,12,2,37,4,96.7,0,0,20,100,81,83,76,83,80,79,.,90,81,.,.,.,82,79,47.1,12.5,.,18.1,41,21,5,4,3,50,17,22,62669,56913,10177,40688,7,5.2,10.4,43.1,12.1,25.7,37,0,0,100,0,71,6,6,0,11,7,280004,1.190000,2660670,11721,60,33,7,473952,19,3739449,2534979,11167,51,13,8,12,17,1280397,5641,61,12,13,1,7,1,5,1,0
Crockett,113901,113 HOUSTON,06,5,1323,49,27,22,0,1,0,2,82.6,14,9,14,15,3,95.4,0,4.6,102,92.7,57,60,43,54,67,62,48,60,73,.,.,.,83,52,72.9,6.5,852,19.3,190,100,2,4,9,53,7,24,78061,64577,54028,41862,41,7,13.2,33,13.1,18.8,32.1,21,0,78,1,84,9,2,2,3,0,308157,1.270000,15205133,10626,45,36,19,185298,2,15259812,13874367,9696,56,8,7,11,18,7751991,5417,49,17,19,2,4,1,5,1,3
Grapeland,113902,113 HOUSTON,06,3,498,26,8,64,1,0,0,2,63.7,1,11,1,25,7,95.2,1.2,9.8,35,82.9,71,68,53,76,81,70,59,83,75,.,.,.,.,63,56.7,11.8,935,18.2,87,44,2,4,3,50,15,25,70992,59358,51404,41890,11,5.7,11.3,29.6,15.1,18.2,19.7,5,5,89,2,76,5,12,0,4,4,495127,1.160000,5922839,11682,39,52,9,1190535,26,5677515,5211097,10278,53,7,6,15,19,2780268,5484,55,10,17,0,5,3,6,1,1
Lovelady,113903,113 HOUSTON,06,2,497,6,6,84,0,0,0,3,42.7,1,10,1,33,5,96.1,0,2.2,45,97.8,80,88,74,82,79,62,66,67,81,.,86,.,88,76,79.5,20,985,20.5,83,48,1,4,5,58,6,26,88412,66985,36980,46701,12,6,10.4,8.3,18.5,18.7,9.1,0,2,96,2,77,4,6,0,8,4,557650,1.040000,5816675,10913,46,47,7,1222942,25,5750189,5484973,10291,61,8,4,8,20,3338034,6263,66,7,14,0,6,2,5,1,0
