SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOTHP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT09R,DA0708DR09R,DADC409R,DA0GR09N,DAGC409R,DA311TA10R,DA311TR10R,DA311TW10R,DA311TM10R,DA311TC10R,DA311TS10R,DB311TA10R,DH311TA10R,DW311TA10R,DO311TA10R,DE311TA10R,DACTA10R,DA0CT09R,DA0CC09R,DA0CS09R,DA0CA09R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTOEFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAOTHP
Skidmore-Tynan,013905,013 BEE,02,EX,3,820,2,64,34,0,67.8,2,10,2,28,4,96,0,2.9,65,91.2,85,97,98,88,91,98,86,80,94,.,80,98,60.8,19.4,.,19.3,113,63,3,4,11,56,10,18,76443,87724,36184,44964,48,7.2,13,30.2,11.9,17.4,13.7,3,29,68,0,87,6,2,0,4,2,168139,1.277000,7938539,11026,65,26,9,1499105,19,9077873,7081464,9835,57,7,6,11,19,4012214,5573,56,13,18,0,5,0,7,0
Richard Milburn Alter High,014801,014 BELL,12,EA,1,158,47,24,26,3,65.2,0,16,0,49,0,89.4,.,20.5,56,56.2,24,73,.,30,46,75,15,21,37,.,22,42,0,.,.,.,19,10,0,5,5,54,23,13,.,75000,49432,42509,74,8.1,15,28.6,10.2,23.8,5.1,67,0,33,0,96,0,0,0,4,0,0,0.000000,1776151,10149,78,0,22,287390,22,1621235,1621235,9264,51,23,10,9,7,826312,4722,47,9,39,0,5,0,0,0
Transformative Charter Acad,014802,014 BELL,12,EA,1,80,45,26,28,1,58.8,0,4,0,35,0,89.8,.,25.8,17,41.9,54,88,.,68,60,90,50,17,88,.,38,49,5.9,.,.,.,10,3,10,0,10,30,10,40,78135,.,43538,39527,90,8,26.7,100,1,33.3,50,67,0,33,0,85,0,0,0,15,0,0,0.000000,583566,8457,89,4,7,510989,89,671581,654690,9488,46,35,3,9,7,303189,4394,66,16,15,0,3,0,0,0
Temple Education Center,014803,014 BELL,12,EA,1,179,35,12,53,1,77.1,1,15,1,0,0,93.9,0,11.1,6,33.3,41,78,88,42,67,81,33,25,48,.,43,86,83.3,40,1105,.,18,11,11,2,0,59,11,17,35250,12000,.,34405,22,9.9,16.9,90.5,2.2,9.5,8.7,28,0,72,0,57,5,19,0,0,19,0,0.000000,1369264,7607,88,2,10,0,0,1111569,1089539,6053,54,12,5,18,11,585287,3252,58,12,30,0,0,0,0,0
Orenda Charter,014804,014 BELL,12,EA,5,185,17,21,62,1,54.1,0,37,0,0,0,94.6,0,54.5,3,18.2,56,83,33,69,60,79,33,40,64,.,34,.,.,.,.,.,40,22,5,6,4,55,0,30,71865,77009,58990,45088,34,4.6,8.4,63.9,6.7,32.7,40,18,17,65,0,100,0,0,0,0,0,0,0.000000,2076750,21410,85,3,12,1107567,36,2270895,2270895,23411,44,29,14,6,8,1002862,10339,23,62,16,0,0,0,0,0
Academy,014901,014 BELL,12,RE,3,1073,2,19,77,2,34.2,2,9,2,22,9,96.5,0,2.2,85,93.3,85,94,97,90,90,.,79,75,88,58,78,96,60,28.9,988,21.2,163,81,2,4,4,50,17,25,76787,67755,53488,46191,11,6.6,13.2,12.3,17.8,9.9,10.9,1,2,96,0,83,10,2,0,5,0,199065,1.157000,10069903,9213,62,35,3,1563015,20,9685631,9000541,8235,61,4,6,12,18,5463303,4998,59,17,11,3,5,0,5,0
Bartlett,014902,014 BELL,13,AA,1,388,16,63,21,0,76.8,14,9,14,33,5,94.6,0,11.4,36,84.1,60,82,82,72,67,86,64,57,67,.,55,77,50,21.4,885,19.2,67,36,1,3,3,54,13,25,83326,62577,42869,38158,27,5.8,10.7,57.1,8.6,13.8,14.7,8,3,89,0,87,2,0,3,9,0,219052,1.155000,4205190,10257,63,24,13,873007,26,3968034,3733471,9106,54,7,7,12,19,2029233,4949,61,8,17,1,6,0,6,0
Belton,014903,014 BELL,12,RE,13,8837,8,28,61,3,46.8,7,11,7,21,7,95.7,0.1,3.4,526,90.5,82,92,94,88,88,97,69,72,87,84,71,93,53.2,33.3,1026,22.7,1319,600,1,2,8,46,13,32,87529,65978,54087,44702,20,6.7,14.7,34.8,11.1,14.8,15.5,2,6,92,0,77,10,6,0,4,3,215966,1.411000,79726493,9364,56,36,8,12717188,20,78311643,66843553,7851,54,7,5,12,22,36310300,4265,63,16,9,1,3,4,4,1
Holland,014905,014 BELL,12,EX,3,540,5,28,67,1,52.2,3,7,3,29,11,96.6,0,2.4,40,97.6,83,91,98,91,90,99,55,75,88,.,79,97,62.2,8.7,.,19.1,101,50,1,3,8,50,12,25,92134,68707,48687,41619,16,5.3,10.7,19.9,15.6,12.8,5.5,2,4,94,0,84,6,4,0,7,0,155900,1.300000,8096182,14588,52,28,21,1315781,28,8689379,6084298,10963,52,8,5,10,25,3145797,5668,44,39,10,0,4,0,4,0
Killeen,014906,014 BELL,12,RE,53,39523,37,25,34,5,52.3,7,11,7,16,5,95.5,0.2,10.9,1660,82.8,73,90,93,81,82,95,67,73,80,80,67,91,62.3,18.7,951,19.2,5770,2729,1,3,9,47,13,28,88736,70120,57852,47588,41,6.8,14.5,43.1,10.1,17.2,13.7,16,10,71,3,76,10,2,3,3,6,151829,1.141000,366368017,9531,58,21,22,95612167,31,377114101,327700308,8525,60,5,5,11,19,195590180,5088,66,15,10,3,2,1,2,1
Rogers,014907,014 BELL,12,RE,3,825,2,24,73,1,46.5,4,9,4,26,11,97.4,0,0,65,98.4,79,95,97,85,86,96,80,69,82,67,64,98,43.3,19.2,922,21.9,132,70,2,2,11,53,14,19,62451,65063,48449,41823,7,6.2,11.7,25.6,13,12.4,19.1,1,1,97,0,87,5,0,1,6,1,169239,1.305000,8419850,10144,65,28,7,1433928,21,15391501,7769203,9360,55,7,5,13,20,4239023,5107,63,10,11,0,5,1,10,0
Salado,014908,014 BELL,12,RE,4,1345,1,20,77,2,27.3,7,8,7,30,5,96.3,0,2,96,97,90,96,94,95,94,99,.,74,93,81,79,95,69.7,27.4,981,21.3,184,100,1,3,4,55,10,27,84710,63946,49769,44255,16,7.3,13.4,20,13.4,19.5,9.4,2,5,93,0,77,6,3,3,6,5,433772,1.318000,13237129,10043,35,63,2,4360879,40,11888877,10101933,7665,59,4,6,10,21,5905893,4481,68,12,9,1,5,0,6,0
Temple,014909,014 BELL,12,AA,15,8659,29,36,33,2,70.4,7,9,7,20,8,94.3,0.3,10.4,422,69,66,85,89,74,75,92,51,61,82,75,57,85,55.5,40.8,1032,22.9,1251,619,1,3,10,49,10,26,92951,62992,50600,43870,32,6.9,14,39.5,11,18,16.9,9,11,80,1,65,10,9,4,4,7,308576,1.210000,78681844,9182,39,47,14,14869743,25,91982846,68986162,8051,57,6,5,11,21,39287889,4585,62,15,13,1,4,1,3,2
Troy,014910,014 BELL,12,RE,4,1271,2,22,75,1,43.2,3,10,3,23,9,96.1,0,4,85,89,81,93,95,87,89,98,63,69,85,78,73,83,68.1,40.8,1051,20.8,184,96,2,4,3,52,15,23,77352,64813,51514,41081,10,6.9,13.2,33.9,12.9,14.2,15,0,6,94,0,81,9,3,1,4,1,182855,1.400000,12204993,9310,60,36,4,1108853,12,21239966,9879908,7536,54,6,6,11,22,5370643,4097,65,14,9,0,5,1,5,1
Por Vida Academy,015801,015 BEXAR,20,EU,3,304,1,92,6,0,83.2,2,25,2,76,0,82.1,.,44.4,44,19.8,29,56,.,39,45,66,.,28,60,.,28,45,25,0,794,.,58,16,7,10,44,27,0,12,71418,48168,35340,32892,70,5.2,19.4,84.9,3.7,15.2,52.7,18,46,36,0,85,15,0,0,0,0,0,0.000000,3374258,10991,81,1,18,468695,17,3286178,3256199,10607,33,24,11,19,13,1073468,3497,29,18,38,0,13,0,1,0
George Gervin Academy,015802,015 BEXAR,20,EU,2,779,46,44,8,2,98.6,0,4,0,18,5,85.6,.,53.2,69,33.1,44,68,71,62,63,81,44,40,70,.,45,43,17.9,0,.,17.7,75,37,2,4,3,49,7,36,81481,42944,30400,32594,85,10.4,21.1,72.9,4.8,26.8,33.3,27,54,19,0,87,8,0,0,3,3,0,0.000000,4978645,8056,89,1,10,570379,14,4978645,4976512,8053,49,4,9,27,11,2419409,3915,66,8,24,0,1,0,1,0
Higgs Carter King Gifted,015803,015 BEXAR,20,EA,1,498,10,85,5,0,99.2,2,7,6,0,0,94.7,2.6,50,5,50,59,77,97,71,58,81,69,60,38,.,60,.,20,.,.,.,39,34,3,0,10,87,0,0,100000,.,53748,40768,82,12.8,14.7,79.4,5.6,32.4,58.7,50,29,21,0,100,0,0,0,0,0,0,0.000000,4156440,7409,87,1,13,1858992,60,3628029,3628029,6467,57,9,7,11,17,2050744,3656,77,7,16,0,0,0,0,0
New Frontiers Charter,015805,015 BEXAR,20,RE,3,609,2,92,5,0,90,11,10,11,0,0,94.9,0.5,.,0,.,60,82,84,76,64,88,75,59,72,.,60,.,.,.,.,.,64,28,5,8,25,44,8,11,59146,50663,45094,44313,75,9.5,21.7,60.7,6.5,21.4,36.7,11,61,29,0,100,0,0,0,0,0,0,0.000000,5591308,9227,84,1,16,1429924,30,5256478,5246827,8658,58,11,5,18,7,3051704,5036,55,18,25,2,0,0,0,0
School of Excellence,015806,015 BEXAR,20,AU,8,2085,41,52,7,1,78.9,8,9,8,11,0,96.9,2.6,10.3,66,56.3,70,87,84,79,76,85,69,70,79,.,72,60,74.1,2.5,830,16.3,289,110,2,5,47,38,4,3,49677,44723,26263,31650,88,7.2,19,87.1,3.8,10,50.6,57,24,17,2,94,0,1,2,3,0,0,0.000000,22377529,9849,84,1,14,2956660,19,21932376,20977860,9233,38,20,7,13,22,7889063,3472,52,11,29,1,5,0,3,0
Southwest Preparatory,015807,015 BEXAR,20,EU,4,805,20,67,12,1,64,1,13,0,48,0,81.4,.,45.9,108,14.9,30,70,.,33,44,79,19,31,40,.,29,56,7.2,0,891,.,107,46,6,16,22,43,7,6,91798,41626,49465,40520,41,7.5,17.4,57.4,5.7,21.2,36.6,13,25,61,0,58,20,8,0,14,0,0,0.000000,7978220,10525,77,11,12,2055393,28,7095771,6362846,8394,40,22,12,11,15,2519711,3324,41,21,22,1,7,1,0,8
John H Wood Jr Public Chart,015808,015 BEXAR,20,EN,5,348,26,47,26,1,98,1,30,1,0,0,.,.,80,0,0,.,.,.,.,.,.,.,.,.,.,.,50,.,.,.,.,85,36,2,13,21,43,20,1,98500,51494,54375,47387,38,4.1,9.5,59.8,7.3,16.3,55.3,11,13,73,3,97,3,0,0,0,0,0,0.000000,6116166,18149,81,0,19,2147930,39,6275795,6275795,18623,50,22,12,4,13,3133382,9298,0,81,19,0,0,0,0,0
Bexar County Academy,015809,015 BEXAR,20,AA,1,482,6,91,3,0,95.9,21,5,20,0,0,93.9,0,.,0,.,49,68,86,70,68,82,33,50,.,.,49,.,.,.,.,.,57,26,0,3,16,45,31,4,.,36026,31936,30864,72,8.5,18.7,61.5,7.5,19.2,48,15,38,38,8,58,0,38,4,0,0,0,0.000000,3785795,7806,85,0,14,519850,21,3687601,3612603,7449,50,16,14,11,10,1792462,3696,70,5,22,2,0,0,1,0
La Escuela De Las Americas,015811,015 BEXAR,20,NR,1,98,0,100,0,0,74.5,54,4,100,0,0,95.8,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,6,3,7,7,37,20,27,100000,65776,45000,38454,100,6.4,17.4,100,0.2,0,91.3,0,100,0,0,0,0,0,100,0,0,0,0.000000,1319532,8196,86,1,12,469878,56,1208767,1208767,7508,55,8,12,20,7,660614,4103,78,7,11,3,0,0,0,0
George I Sanchez Charter,015812,015 BEXAR,20,EA,1,166,8,81,10,1,51.2,0,9,0,27,0,90.5,0,40,18,11.3,24,68,.,21,30,84,40,20,38,.,19,56,0,.,.,.,12,7,0,0,0,58,0,42,.,.,.,39954,68,14.4,24.8,74.8,5.6,25.2,76.8,0,60,40,0,97,3,0,0,0,0,0,0.000000,1327604,10292,81,12,7,-36693,-2,1049523,1049308,8134,57,17,7,10,8,602371,4670,21,59,15,0,5,0,0,0
Guardian Angel Perf Arts,015813,015 BEXAR,20,NR,1,17,29,71,0,0,94.1,6,24,0,0,6,83.1,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,2,25,25,0,50,0,0,31166,24932,.,9347,87,4.4,8.8,50,18.3,0,50,50,25,25,0,100,0,0,0,0,0,0,0.000000,75784,4210,91,0,9,28669,21,87337,87337,4852,71,16,0,13,1,61908,3439,87,12,0,0,0,0,0,0
Positive Solutions Charter,015814,015 BEXAR,20,EU,1,224,1,97,2,0,93.3,0,8,0,0,0,84.8,.,35.1,21,12.3,37,75,.,37,39,67,.,34,.,.,39,54,0,.,.,.,24,12,4,13,17,50,0,17,105678,58764,34107,27091,79,9.4,18.7,16.7,18.4,16.7,25,8,58,33,0,84,0,0,0,16,0,0,0.000000,1466247,8886,75,1,24,317297,20,1600395,1600395,9699,47,21,22,2,8,759077,4600,57,11,32,0,0,0,0,0
Radiance Acad of Learning,015815,015 BEXAR,20,EA,6,740,9,82,9,0,77.8,13,7,13,5,0,94.6,0.5,19.4,21,66.7,52,83,87,61,54,89,54,49,73,.,50,71,15.8,.,.,.,89,60,4,15,4,67,2,7,72138,35108,39275,33642,62,8.3,12.3,58.2,9.1,24.9,39.7,11,42,47,0,78,8,8,3,2,0,0,0.000000,6525664,8281,89,1,9,373180,8,6304419,6236060,7914,45,9,15,22,8,2833527,3596,73,6,19,0,2,0,0,0
Academy of Careers and Tech,015816,015 BEXAR,20,EA,1,145,7,76,15,3,56.6,1,20,0,100,3,96.8,.,27.8,13,11.1,45,78,.,48,59,90,.,43,63,.,43,41,0,.,.,.,31,14,6,10,19,45,0,19,69500,40000,28033,31910,71,4.7,10.4,92.9,2.6,7.1,58.1,7,36,57,0,61,7,0,0,29,3,0,0.000000,2439452,15638,82,1,17,487658,29,1615591,1615591,10356,43,23,6,18,11,687593,4408,37,8,33,0,22,0,0,0
San Antonio Can,015817,015 BEXAR,20,EU,1,377,1,97,2,1,88.1,9,14,9,17,0,81.3,.,57.5,71,10.9,38,76,.,38,52,79,.,36,71,.,37,41,7.4,.,.,.,45,22,1,9,10,49,9,21,114417,54990,54017,45065,53,8.4,17.1,68.2,4.5,27.3,29,0,23,73,5,76,18,0,0,6,0,0,0.000000,3962432,9906,85,6,9,8620,0,3629393,3581627,8954,38,15,11,22,14,1366970,3417,51,14,28,3,3,0,0,0
Shekinah Radiance Academy,015819,015 BEXAR,20,EA,8,1125,38,32,29,1,75.5,6,7,6,9,0,93.3,0,27,25,62.2,41,70,69,51,54,77,26,41,53,82,37,65,13.6,.,.,.,135,92,2,13,9,68,4,4,56325,30213,37333,34600,45,8.4,12.2,68.5,6.1,20.7,37.8,14,21,64,1,78,8,8,4,2,0,0,0.000000,8701695,9179,80,2,19,969649,14,8630353,8562962,9033,52,11,9,22,7,4411104,4653,59,13,26,0,2,0,0,0
San Antonio Sch for Inquiry,015820,015 BEXAR,20,EA,2,352,6,80,13,1,86.6,0,15,0,37,0,94.1,0,13.6,44,50,65,88,91,78,78,98,33,65,82,.,63,62,0,.,.,.,47,28,3,5,17,60,15,0,45000,51018,26301,32375,45,7.6,12.7,88.3,2.3,7.1,31,7,29,64,0,88,7,1,0,5,0,0,0.000000,2923348,10081,81,0,19,641446,22,2802902,2800347,9656,49,9,10,17,14,1370511,4726,56,12,31,0,0,0,1,0
Jubilee Academic Center,015822,015 BEXAR,20,RE,4,701,9,85,6,0,84.3,17,6,17,0,0,96.2,8.6,4.3,24,91.3,67,92,96,74,77,97,79,65,79,.,65,100,36.8,0,850,.,103,51,1,7,9,50,4,29,110000,52829,39835,35208,73,6.8,13.6,78.6,3,7.8,26.9,0,60,38,2,89,5,5,1,0,0,0,0.000000,5806705,8577,84,4,12,1182976,26,5345793,5048857,7458,53,11,10,13,13,2665861,3938,69,9,21,1,0,0,0,0
San Antonio Technology Acad,015823,015 BEXAR,20,EA,1,85,2,94,2,1,89.4,0,8,0,55,0,89.4,.,5,19,55,30,77,.,35,45,86,.,32,.,.,28,63,0,.,.,.,13,7,16,8,0,55,0,22,91000,48984,.,27450,69,6.6,12.1,57.1,5.4,0,44.4,14,29,43,14,71,14,0,0,14,0,0,0.000000,922022,13363,78,0,22,123515,16,1014836,1014836,14708,46,19,6,25,5,468629,6792,38,9,42,0,11,0,0,0
San Antonio Prep Academy,015824,015 BEXAR,20,AA,2,747,6,83,11,1,79.7,9,5,8,0,0,95.8,1.4,.,9,.,52,82,92,62,54,95,63,49,71,.,48,58,0,.,.,.,90,49,1,5,7,54,11,22,79000,57556,47698,36170,74,8.3,15.2,95.5,1.5,24.4,26.6,12,49,39,0,100,0,0,0,0,0,0,0.000000,5808517,7524,92,0,8,521287,10,5019112,4941530,6401,48,12,6,24,10,2388650,3094,82,8,10,0,0,0,0,0
Lighthouse Charter,015825,015 BEXAR,20,AA,1,207,8,86,6,1,69.6,5,10,5,0,1,94.7,0,.,0,.,39,66,77,59,45,.,40,35,.,.,30,.,.,.,.,.,24,14,1,8,13,57,21,0,.,67000,20000,34732,92,8.6,15.2,79.7,5,14.6,23.2,0,85,7,7,93,7,0,0,0,0,0,0.000000,1409327,8490,88,0,11,0,0,1227609,1227609,7395,53,16,5,9,16,655706,3950,61,13,25,1,0,0,0,0
Kipp Aspire Academy,015826,015 BEXAR,20,RE,2,496,3,94,3,0,59.9,15,9,15,28,0,97,0,.,0,.,75,88,94,84,78,96,62,75,.,.,77,.,.,.,.,.,60,33,3,3,23,54,2,14,72500,81000,52657,53119,47,8.2,15.1,63.5,5,33.5,40,9,24,61,6,95,3,0,0,3,0,0,0.000000,7711517,21070,38,58,4,36054,1,4558394,4496704,12286,38,25,4,11,22,1704610,4657,66,9,20,2,0,0,3,0
Sch of Science & Technology,015827,015 BEXAR,20,EX,2,694,19,46,28,7,47,1,2,1,0,6,97.6,0,.,0,.,86,96,96,88,96,.,82,84,86,96,78,100,.,.,.,.,56,50,0,7,2,90,0,2,.,64308,26880,35648,41,12.4,13.9,98,1.7,10.3,38.7,6,36,56,2,98,0,0,0,0,2,0,0.000000,3121400,7804,91,5,5,568727,12,3324565,2829549,7074,66,10,6,12,6,1856051,4640,84,5,10,0,0,0,0,0
Harmony Sci Acad (San Anton,015828,015 BEXAR,20,RE,1,768,8,66,21,6,53.4,3,6,3,12,8,97.1,0,.,0,.,78,94,92,81,86,99,68,76,83,88,71,.,.,.,.,.,56,47,2,9,3,84,0,2,86000,59999,30609,38193,35,13.8,16.4,89.3,2.9,12.8,35.4,4,30,66,0,96,2,0,0,2,0,0,0.000000,5140636,8787,93,3,4,1548765,31,4614360,4023403,6878,58,14,7,14,7,2336665,3994,80,7,13,0,0,1,0,0
Brooks Acad of Sci and Eng,015830,015 BEXAR,20,RE,1,686,6,80,12,2,57,7,4,0,15,16,95,1,.,0,.,64,90,98,72,70,94,47,64,67,70,61,88,.,.,.,.,50,39,3,5,8,78,6,0,52263,50448,38765,45346,58,13.7,17.6,66.7,5.4,28.2,40.5,5,49,46,0,81,0,0,0,0,19,0,0.000000,4901696,8142,90,3,7,4137,0,4487559,4353911,7232,65,12,9,7,8,2815630,4677,92,4,2,0,0,0,2,0
Sch of Sci & Tech Discovery,015831,015 BEXAR,20,EX,1,345,9,65,18,8,63.8,1,4,1,0,2,96.1,0,.,0,.,80,92,94,86,89,.,81,74,87,.,73,.,.,.,.,.,26,22,0,4,0,85,4,8,.,75000,.,35348,46,13.3,15.6,95.5,1.7,9.4,34,5,36,50,9,83,9,0,8,0,0,0,0.000000,2435459,8761,78,3,18,474437,20,1994694,1962963,7061,55,4,11,24,7,1070814,3852,73,5,17,2,0,2,0,0
City Center Health Careers,015832,015 BEXAR,20,AA,1,67,8,90,0,3,62.7,8,3,6,25,6,.,.,.,0,.,56,90,90,61,54,.,80,52,.,.,61,.,.,.,.,.,9,7,1,12,5,76,6,0,76000,33066,22000,47554,33,7.4,9.8,72.9,3.7,27.1,.,0,29,71,0,95,0,0,0,5,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Henry Ford Academy Alameda,015833,015 BEXAR,20,AA,1,74,5,78,14,3,54.1,0,4,0,0,0,.,.,.,0,.,52,98,.,52,.,.,20,57,50,.,54,.,.,.,.,.,14,8,4,19,15,59,0,4,190000,131658,60000,78593,85,5.5,9.2,37.5,7.1,12.5,.,0,75,25,0,100,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Alamo Heights,015901,015 BEXAR,20,RE,6,4736,2,35,61,3,21.7,5,5,5,3,17,95.7,0.3,3.1,373,94.5,87,95,94,91,93,98,64,77,93,93,66,96,91.7,60.7,1134,24.6,596,336,1,2,7,56,7,27,122660,79839,60127,55821,38,8,14.1,22.7,14.5,52.1,8.9,1,22,76,1,71,8,6,4,1,11,1049244,1.162000,46665317,10105,26,69,5,7688515,13,49925719,42201000,9138,61,7,5,10,17,25746263,5575,68,16,8,0,1,2,3,1
Harlandale,015904,015 BEXAR,20,RE,30,14454,1,96,3,0,90.3,15,10,15,26,6,95,0.6,11,734,75.7,70,88,93,79,78,95,61,70,79,59,69,86,49,6.7,864,17.3,2044,975,1,3,8,48,9,31,78770,68917,54911,49015,76,7.1,14.8,40,11.6,32.4,12,2,64,33,1,75,12,0,7,5,1,84939,1.479000,150991371,10521,69,16,15,9768537,8,144544730,121900873,8494,58,4,7,12,19,70448009,4909,56,14,17,7,3,0,2,3
Edgewood,015905,015 BEXAR,20,AA,22,12292,1,98,1,0,91,19,10,18,20,8,94.1,0.1,16.9,496,65.9,58,80,89,68,69,92,64,58,69,70,58,84,63.3,4.7,814,16.1,1732,784,0,2,12,45,9,30,106952,73342,58427,49617,85,7.1,15.7,39.7,11.6,29.3,13.6,4,70,25,1,68,13,1,13,3,3,71958,1.420000,122959990,10593,71,12,17,22771847,22,136982109,109710502,9451,56,10,5,12,18,61219804,5274,50,13,22,9,2,0,2,1
Randolph Field,015906,015 BEXAR,20,EX,3,1196,22,18,54,6,10,0,6,0,6,7,96.9,0,1.5,61,96.9,90,98,99,93,95,99,87,89,91,98,77,97,76.3,26.7,1035,21.5,169,87,2,2,9,52,9,26,109646,77816,60438,54206,27,7.1,13.7,11.5,17.9,39.2,14,7,13,80,0,81,9,4,0,1,5,0,0.000000,13852357,11515,44,4,53,2590396,21,12587950,11198699,9309,57,6,4,11,21,6411454,5330,74,12,6,0,1,4,3,0
San Antonio,015907,015 BEXAR,20,AU,99,55086,7,90,3,0,92.6,18,11,16,21,6,94.1,0.7,21,2270,61.4,62,84,87,72,71,92,55,62,72,71,60,77,65.6,6,833,17.2,7477,3402,1,2,10,45,11,30,89784,73738,58931,50045,80,7.4,16.2,35.2,12.6,34.2,11.6,12,58,29,1,59,11,6,12,3,8,220315,1.250000,549141327,10093,51,30,19,45924022,12,542214015,475712598,8743,57,6,6,10,21,270073414,4964,44,19,22,8,3,1,1,2
South San Antonio,015908,015 BEXAR,20,RE,19,9962,2,96,2,0,87.7,16,9,15,22,4,94.9,0.8,19.9,452,71.4,63,85,93,74,69,91,62,63,71,80,62,87,48,8.3,863,18.4,1492,683,1,3,8,46,11,31,76056,68149,57088,50978,81,6.7,14.6,42.3,11.6,32.1,9.9,2,68,28,1,55,9,7,17,5,7,124484,1.434000,103361021,10370,63,20,17,23361065,28,123063564,89483843,8978,58,6,6,10,20,51498672,5167,45,14,21,11,4,2,2,0
Somerset,015909,015 BEXAR,20,AA,6,3706,1,85,14,0,81.5,11,9,9,21,5,95.2,0.3,12.5,163,75.5,62,85,90,74,66,84,52,61,72,57,60,86,63.9,6.4,816,17.3,543,239,1,3,7,44,11,34,92082,61873,53849,46575,67,6.8,15.5,58.9,7.8,20.5,17.2,3,52,45,0,73,11,0,8,5,4,89178,1.228000,32619810,9430,70,17,13,10671322,36,31734825,28349875,8196,53,8,5,10,23,15103305,4366,50,15,22,6,5,1,3,0
North East,015910,015 BEXAR,20,RE,71,65217,9,49,37,5,42.8,8,10,8,20,7,96,0.1,5.3,3961,87.4,82,93,95,87,88,98,72,75,90,91,70,94,67.5,35,1032,22,8553,4374,0,2,11,51,8,28,152380,80941,65216,53487,41,7.6,14.9,30.8,11.6,31.8,8.2,3,24,72,1,69,13,2,4,3,9,424208,1.403000,653935232,10349,28,66,6,57266274,12,813044878,539863507,8544,61,4,6,10,20,328220094,5194,64,22,6,2,3,1,2,1
East Central,015911,015 BEXAR,20,AA,15,9257,10,64,25,1,63.5,6,11,8,20,7,95.4,0.4,12.7,486,76.7,69,88,92,78,77,94,62,66,80,71,64,86,59.2,13.5,920,20.2,1228,574,1,3,8,47,14,27,93654,79046,58892,51795,43,7.5,16.1,40.1,11.4,28.6,11.6,7,26,65,2,61,13,10,6,3,7,196462,1.320000,83287438,9175,57,34,9,6164634,9,95749498,72919493,8033,58,6,5,10,21,42547898,4687,58,19,13,3,4,2,1,1
Southwest,015912,015 BEXAR,20,AA,14,11455,4,89,7,1,84.1,14,11,13,23,4,94.4,0.8,13.6,537,72,67,88,92,77,74,90,65,66,76,69,65,89,44.8,7,849,18.1,1492,709,1,3,10,48,9,30,100790,74416,62335,52021,67,7.7,16.1,39.6,9.9,26.8,11.9,4,48,47,1,75,10,0,10,3,1,135759,1.243000,110829654,9779,66,20,14,11056806,12,130689868,92692917,8179,58,6,6,9,21,53963560,4762,62,15,15,1,3,0,2,1
Lackland,015913,015 BEXAR,20,EX,2,934,24,21,50,5,28.8,2,10,2,16,5,96.9,0,0,36,97.2,88,97,.,93,93,.,83,84,92,92,89,88,76.7,43.5,1086,20.9,164,78,1,2,12,48,15,22,137795,78609,60840,54847,46,5.7,11.9,12.8,14.5,32.9,6.4,5,20,74,1,77,9,9,1,2,1,0,0.000000,12608660,13093,45,3,52,5827279,48,11868050,11504425,11946,58,7,5,11,20,6643540,6899,65,20,11,1,2,1,1,0
Ft Sam Houston,015914,015 BEXAR,20,RE,2,1471,27,22,45,6,40.5,4,14,4,16,6,95.9,0,1.5,72,98.5,76,91,94,81,86,97,73,73,78,85,65,91,82.3,31.4,1012,21.8,234,115,1,2,9,49,11,27,116417,76939,67837,53627,40,6.3,12.8,20.6,14.8,34.4,11.2,8,14,76,2,71,16,4,2,2,6,0,0.000000,27541830,19153,29,6,65,4901765,28,25535032,17038811,11849,57,11,6,10,17,9783249,6803,59,32,5,0,2,1,2,0
